"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_cJcSoyw3y8yt9S1",2,3,3,3,21,"sam","diagnostic","NA",2.75,2,2,2,2,15,"robin","diagnostic","NA",2,4,3,3,2,27,"francis","non-diagnostic","ND2",3,3,4,4,3,35,"alex","non-diagnostic","ND1",3.5,19,2,7,5
"R_2R1D7uMg8Acnkhs",3,2,3,2,17,"sam","diagnostic","NA",2.5,2,3,1,2,19,"robin","non-diagnostic","ND1",2,3,3,4,2,30,"francis","non-diagnostic","ND2",3,2,1,2,2,20,"alex","diagnostic","NA",1.75,27,1,7,5
"R_Dot2BuaEtEufIJP",5,2,7,2,20,"sam","diagnostic","NA",4,2,2,6,3,30,"robin","diagnostic","NA",3.25,6,7,3,3,60,"francis","non-diagnostic","ND2",4.75,2,4,6,3,38,"alex","non-diagnostic","ND1",3.75,76,4,7,2
"R_piMZOo5w61BCabv",2,2,4,3,30,"sam","diagnostic","NA",2.75,4,4,1,2,50,"robin","diagnostic","NA",2.75,4,3,4,4,50,"francis","non-diagnostic","ND2",3.75,2,1,4,2,34,"alex","non-diagnostic","ND1",2.25,51,2,7,5
"R_1rJIav55aBvSY9X",1,1,2,1,0,"sam","diagnostic","NA",1.25,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,3,2,1,"francis","diagnostic","NA",1.75,1,1,1,1,1,"alex","non-diagnostic","ND2",1,22,3,7,5
"R_1rGkRjrUyYNPvPv",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,3,"robin","non-diagnostic","ND1",1,1,1,1,1,6,"francis","non-diagnostic","ND2",1,1,1,1,1,0,"alex","diagnostic","NA",1,33,1,7,2
"R_3qfLNOmZiRBfIP1",1,1,5,3,5,"sam","diagnostic","NA",2.5,1,1,1,3,2,"robin","diagnostic","NA",1.5,2,3,6,3,7,"francis","non-diagnostic","ND2",3.5,1,1,5,2,2,"alex","non-diagnostic","ND1",2.25,27,2,7,5
"R_qRz0jTmq8Kxjh61",3,3,3,3,31,"sam","diagnostic","NA",3,2,3,3,3,30,"robin","non-diagnostic","ND1",2.75,2,2,2,2,25,"francis","non-diagnostic","ND2",2,2,2,2,2,25,"alex","diagnostic","NA",2,21,2,7,2
"R_33d4Bau94BpFfhc",2,1,2,1,15,"sam","diagnostic","NA",1.5,3,3,2,2,40,"robin","diagnostic","NA",2.5,4,4,3,2,45,"francis","non-diagnostic","ND2",3.25,3,3,3,3,35,"alex","non-diagnostic","ND1",3,19,1,7,2
"R_1jDrUNKmdBzaAn4",3,2,4,3,30,"sam","diagnostic","NA",3,2,2,2,2,15,"robin","non-diagnostic","ND1",2,3,1,4,2,10,"francis","diagnostic","NA",2.5,2,2,2,2,15,"alex","non-diagnostic","ND2",2,31,2,7,5
"R_1KkJw9YUkGYFcRu",1,1,4,3,15,"sam","diagnostic","NA",2.25,1,1,1,1,5,"robin","non-diagnostic","ND1",1,2,2,4,4,24,"francis","non-diagnostic","ND2",3,1,7,4,2,17,"alex","diagnostic","NA",3.5,46,1,7,5
"R_1LLr4lMSWo8pprd",3,2,2,4,15,"sam","diagnostic","NA",2.75,2,3,1,2,20,"robin","diagnostic","NA",2,3,2,4,3,24,"francis","non-diagnostic","ND2",3,3,2,2,2,14,"alex","non-diagnostic","ND1",2.25,50,2,1,2
"R_1ZFhZcg8Fs14jqF",2,2,6,2,15,"sam","diagnostic","NA",3,2,2,3,2,13,"robin","non-diagnostic","ND1",2.25,3,3,7,3,30,"francis","diagnostic","NA",4,3,3,6,3,20,"alex","non-diagnostic","ND2",3.75,21,1,5,5
"R_239sAuBJ7IpPlv0",1,1,1,2,5,"sam","diagnostic","NA",1.25,2,3,1,3,14,"robin","non-diagnostic","ND1",2.25,3,3,5,4,30,"francis","non-diagnostic","ND2",3.75,1,1,3,1,0,"alex","diagnostic","NA",1.5,20,2,7,5
"R_5uW8q3ossHdSvG9",2,3,2,1,9,"sam","diagnostic","NA",2,2,3,3,3,9,"robin","non-diagnostic","ND1",2.75,3,3,4,3,14,"francis","non-diagnostic","ND2",3.25,2,2,4,2,9,"alex","diagnostic","NA",2.5,26,2,7,5
"R_3019Ujwpf5iRrVr",2,2,4,2,23,"sam","diagnostic","NA",2.5,2,2,2,3,25,"robin","diagnostic","NA",2.25,3,3,4,4,35,"francis","non-diagnostic","ND2",3.5,2,2,3,3,30,"alex","non-diagnostic","ND1",2.5,19,2,7,5
"R_3m4VeYNwZ0fOEqi",3,3,5,3,42,"sam","diagnostic","NA",3.5,3,3,2,3,25,"robin","diagnostic","NA",2.75,3,4,4,2,40,"francis","non-diagnostic","ND2",3.25,3,3,4,4,55,"alex","non-diagnostic","ND1",3.5,27,2,7,5
"R_3qO1udAahxmuiof",3,2,4,4,20,"sam","diagnostic","NA",3.25,2,2,2,2,10,"robin","non-diagnostic","ND1",2,4,4,4,4,50,"francis","non-diagnostic","ND2",4,1,2,4,2,10,"alex","diagnostic","NA",2.25,41,1,7,2
"R_6sckwKAbLNfrLuV",1,1,2,1,20,"sam","diagnostic","NA",1.25,1,1,1,1,15,"robin","non-diagnostic","ND1",1,2,2,4,2,20,"francis","non-diagnostic","ND2",2.5,1,1,3,1,20,"alex","diagnostic","NA",1.5,23,1,7,2
"R_1jez3gRd0xbjOHS",3,2,1,1,28,"sam","diagnostic","NA",1.75,3,3,4,3,38,"robin","non-diagnostic","ND1",3.25,2,2,4,3,44,"francis","diagnostic","NA",2.75,1,2,4,1,50,"alex","non-diagnostic","ND2",2,32,1,7,2
"R_2v21we7asbpG22W",2,2,4,2,17,"sam","diagnostic","NA",2.5,2,2,1,2,17,"robin","non-diagnostic","ND1",1.75,2,2,4,2,17,"francis","diagnostic","NA",2.5,2,2,4,2,17,"alex","non-diagnostic","ND2",2.5,18,1,7,5
"R_214HG4yurChGCmA",3,3,3,2,9,"sam","diagnostic","NA",2.75,2,2,1,3,9,"robin","diagnostic","NA",2,3,3,5,4,17,"francis","non-diagnostic","ND2",3.75,2,2,2,1,7,"alex","non-diagnostic","ND1",1.75,34,2,1,2
"R_OvcoAblKUO2Xelr",1,1,1,1,19,"sam","diagnostic","NA",1,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,1,1,21,"francis","non-diagnostic","ND2",1,1,1,2,2,26,"alex","non-diagnostic","ND1",1.5,19,2,1,2
"R_2bUcGH1B6lShKVa",3,2,4,2,25,"sam","diagnostic","NA",2.75,3,2,2,3,15,"robin","non-diagnostic","ND1",2.5,3,1,4,4,10,"francis","diagnostic","NA",3,2,2,3,3,15,"alex","non-diagnostic","ND2",2.5,19,1,7,2
"R_2b35ikfJv6jfi2u",3,2,4,3,0,"sam","diagnostic","NA",3,3,2,1,4,0,"robin","non-diagnostic","ND1",2.5,3,3,4,3,10,"francis","non-diagnostic","ND2",3.25,2,1,4,3,0,"alex","diagnostic","NA",2.5,43,2,7,5
"R_279yAMRU9m2HIjS",1,1,2,2,15,"sam","diagnostic","NA",1.5,3,2,3,3,40,"robin","non-diagnostic","ND1",2.75,2,2,2,3,20,"francis","diagnostic","NA",2.25,1,2,1,2,29,"alex","non-diagnostic","ND2",1.5,27,2,1,2
"R_2toh6WB5atSoeoi",2,1,1,1,5,"sam","diagnostic","NA",1.25,3,4,3,3,50,"robin","non-diagnostic","ND1",3.25,3,3,5,2,35,"francis","non-diagnostic","ND2",3.25,2,1,3,2,5,"alex","diagnostic","NA",2,20,2,7,2
"R_1IN5MLwGIjKW3rm",1,1,4,1,0,"sam","diagnostic","NA",1.75,2,2,2,3,17,"robin","diagnostic","NA",2.25,3,2,4,4,25,"francis","non-diagnostic","ND2",3.25,1,1,4,1,0,"alex","non-diagnostic","ND1",1.75,23,2,7,2
"R_AvAjpRQCGAR81dT",2,2,4,2,19,"sam","diagnostic","NA",2.5,2,2,1,2,20,"robin","non-diagnostic","ND1",1.75,2,3,3,3,26,"francis","diagnostic","NA",2.75,2,1,2,1,13,"alex","non-diagnostic","ND2",1.5,20,2,7,2
"R_1291xHDTgsDZsUe",1,1,4,4,24,"sam","diagnostic","NA",2.5,1,7,1,1,4,"robin","diagnostic","NA",2.5,5,5,5,5,51,"francis","non-diagnostic","ND2",5,4,4,4,4,39,"alex","non-diagnostic","ND1",4,47,2,2,2
"R_1irFPYYuSuo8JEx",2,2,3,2,25,"sam","diagnostic","NA",2.25,2,2,3,2,19,"robin","non-diagnostic","ND1",2.25,2,2,4,2,13,"francis","non-diagnostic","ND2",2.5,2,2,3,2,9,"alex","diagnostic","NA",2.25,42,1,7,5
"R_C95fLG8Jocqvrm9",1,2,4,3,30,"sam","diagnostic","NA",2.5,3,3,2,3,25,"robin","non-diagnostic","ND1",2.75,4,3,3,4,34,"francis","non-diagnostic","ND2",3.5,1,1,3,2,16,"alex","diagnostic","NA",1.75,21,2,7,2
"R_TcoSfCEF3a72FTr",1,1,2,1,6,"sam","diagnostic","NA",1.25,1,1,1,1,5,"robin","diagnostic","NA",1,2,3,5,2,11,"francis","non-diagnostic","ND2",3,2,1,3,2,10,"alex","non-diagnostic","ND1",2,20,2,2,2
"R_u7EibYliOpURx2V",2,2,3,3,9,"sam","diagnostic","NA",2.5,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,3,2,6,"francis","non-diagnostic","ND2",1.75,1,1,1,1,1,"alex","diagnostic","NA",1,41,2,7,2
"R_12RneVmEOrMLQEA",2,2,2,2,13,"sam","diagnostic","NA",2,3,3,2,3,25,"robin","non-diagnostic","ND1",2.75,2,2,1,1,12,"francis","diagnostic","NA",1.5,2,1,1,1,7,"alex","non-diagnostic","ND2",1.25,25,2,7,5
"R_1IGbjOC833M2jw0",2,2,3,3,34,"sam","diagnostic","NA",2.5,2,2,2,2,23,"robin","non-diagnostic","ND1",2,3,3,5,4,100,"francis","diagnostic","NA",3.75,4,3,4,4,44,"alex","non-diagnostic","ND2",3.75,42,2,1,5
"R_2YL2vNvk9MnO2rT",1,1,1,3,0,"sam","diagnostic","NA",1.5,1,2,1,2,15,"robin","non-diagnostic","ND1",1.5,2,1,2,5,20,"francis","diagnostic","NA",2.5,1,1,5,1,0,"alex","non-diagnostic","ND2",2,23,1,7,2
"R_RE44VweJ2sLxSWB",2,2,2,2,9,"sam","diagnostic","NA",2,2,2,1,2,19,"robin","diagnostic","NA",1.75,3,3,4,4,40,"francis","non-diagnostic","ND2",3.5,2,2,2,3,20,"alex","non-diagnostic","ND1",2.25,43,1,7,5
"R_07mZyew97CuSiD7",3,3,3,3,34,"sam","diagnostic","NA",3,3,3,2,3,34,"robin","non-diagnostic","ND1",2.75,3,4,4,3,50,"francis","non-diagnostic","ND2",3.5,4,4,3,3,50,"alex","diagnostic","NA",3.5,41,2,7,2
"R_3fduXED54L7LKRK",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,0,"robin","non-diagnostic","ND1",1,3,3,4,3,35,"francis","non-diagnostic","ND2",3.25,1,1,1,1,0,"alex","diagnostic","NA",1,22,1,7,5
"R_3KpzhferKhWUs0s",1,1,3,2,0,"sam","diagnostic","NA",1.75,1,1,1,1,0,"robin","diagnostic","NA",1,2,1,1,1,5,"francis","non-diagnostic","ND2",1.25,2,1,1,1,5,"alex","non-diagnostic","ND1",1.25,19,1,2,2
"R_dmadc8jVgcs5czL",1,1,1,1,17,"sam","diagnostic","NA",1,2,3,4,3,21,"robin","non-diagnostic","ND1",3,3,4,5,3,23,"francis","non-diagnostic","ND2",3.75,1,1,1,1,0,"alex","diagnostic","NA",1,18,2,1,2
"R_9FfLgf0BmkGXFHr",1,1,4,1,20,"sam","diagnostic","NA",1.75,2,3,1,3,16,"robin","non-diagnostic","ND1",2.25,3,4,5,4,30,"francis","diagnostic","NA",4,1,2,4,2,24,"alex","non-diagnostic","ND2",2.25,41,2,1,2
"R_2qwquA2svaeENKq",4,4,2,2,30,"sam","diagnostic","NA",3,4,4,1,2,30,"robin","non-diagnostic","ND1",2.75,4,1,4,2,15,"francis","diagnostic","NA",2.75,4,2,3,2,10,"alex","non-diagnostic","ND2",2.75,31,2,7,5
"R_1lAhvyIxrYEOnUz",3,3,6,6,50,"sam","diagnostic","NA",4.5,3,3,1,3,38,"robin","non-diagnostic","ND1",2.5,4,3,6,5,41,"francis","non-diagnostic","ND2",4.5,4,4,4,4,49,"alex","diagnostic","NA",4,18,2,7,5
"R_R99Rcqpr98DHL7H",3,3,4,4,15,"sam","diagnostic","NA",3.5,2,1,1,2,7,"robin","diagnostic","NA",1.5,3,3,4,4,17,"francis","non-diagnostic","ND2",3.5,1,2,3,1,8,"alex","non-diagnostic","ND1",1.75,18,2,7,2
"R_3PdeyHTiHak3Fmv",2,3,2,3,30,"sam","diagnostic","NA",2.5,2,3,1,2,40,"robin","diagnostic","NA",2,3,3,4,4,41,"francis","non-diagnostic","ND2",3.5,2,3,3,2,32,"alex","non-diagnostic","ND1",2.5,21,2,7,5
"R_2aafWeAnrVqFDAt",2,1,3,3,23,"sam","diagnostic","NA",2.25,2,3,1,2,20,"robin","diagnostic","NA",2,3,3,4,3,30,"francis","non-diagnostic","ND2",3.25,1,1,1,1,20,"alex","non-diagnostic","ND1",1,18,1,7,2
"R_1dpnYHDoX8vDpq3",2,1,4,1,20,"sam","diagnostic","NA",2,1,4,2,4,19,"robin","non-diagnostic","ND1",2.75,4,4,5,4,50,"francis","diagnostic","NA",4.25,4,5,4,2,50,"alex","non-diagnostic","ND2",3.75,46,1,6,2
"R_1OTAIzBEMG88UxQ",3,3,3,4,23,"sam","diagnostic","NA",3.25,3,3,3,3,28,"robin","diagnostic","NA",3,3,2,4,4,20,"francis","non-diagnostic","ND2",3.25,3,3,4,4,19,"alex","non-diagnostic","ND1",3.5,35,2,7,2
"R_5ANixhYZ96VuWEV",1,2,2,2,14,"sam","diagnostic","NA",1.75,1,1,1,2,12,"robin","non-diagnostic","ND1",1.25,3,2,4,4,25,"francis","diagnostic","NA",3.25,2,2,3,3,15,"alex","non-diagnostic","ND2",2.5,19,2,7,2
"R_1o5ffhB13jYIh4X",2,1,3,1,19,"sam","diagnostic","NA",1.75,4,2,3,3,25,"robin","non-diagnostic","ND1",3,3,2,4,2,24,"francis","non-diagnostic","ND2",2.75,1,2,4,2,24,"alex","diagnostic","NA",2.25,43,2,7,2
"R_1Q3dqDoccDut3n9",3,4,4,2,35,"sam","diagnostic","NA",3.25,3,3,2,2,26,"robin","diagnostic","NA",2.5,3,5,5,4,38,"francis","non-diagnostic","ND2",4.25,4,4,4,3,35,"alex","non-diagnostic","ND1",3.75,32,2,7,2
"R_2EntBk3zFYpjiLU",5,5,4,4,50,"sam","diagnostic","NA",4.5,3,4,3,3,45,"robin","non-diagnostic","ND1",3.25,5,5,4,3,57,"francis","non-diagnostic","ND2",4.25,4,4,4,3,60,"alex","diagnostic","NA",3.75,18,2,7,5
"R_9vEEECkpX4cDYKl",2,2,2,2,19,"sam","diagnostic","NA",2,2,4,6,3,34,"robin","non-diagnostic","ND1",3.75,4,2,5,4,70,"francis","diagnostic","NA",3.75,3,5,3,4,44,"alex","non-diagnostic","ND2",3.75,43,2,7,2
"R_2s6jsE0WuRjiVg8",2,2,2,2,20,"sam","diagnostic","NA",2,3,2,5,5,19,"robin","diagnostic","NA",3.75,4,4,5,4,47,"francis","non-diagnostic","ND2",4.25,3,3,2,3,21,"alex","non-diagnostic","ND1",2.75,28,1,2,5
"R_79h2e0eTPY4RRlL",2,2,2,2,10,"sam","diagnostic","NA",2,1,1,1,1,8,"robin","non-diagnostic","ND1",1,4,4,4,4,48,"francis","diagnostic","NA",4,2,1,2,1,8,"alex","non-diagnostic","ND2",1.5,22,2,7,2
"R_56EXTLhSdlKOjC1",3,3,3,3,41,"sam","diagnostic","NA",3,2,2,2,2,28,"robin","diagnostic","NA",2,3,3,4,4,50,"francis","non-diagnostic","ND2",3.5,3,3,5,3,51,"alex","non-diagnostic","ND1",3.5,21,4,7,5
"R_3nkksXSPuGRpdQn",3,1,5,4,22,"sam","diagnostic","NA",3.25,1,1,1,2,0,"robin","non-diagnostic","ND1",1.25,5,4,5,4,50,"francis","non-diagnostic","ND2",4.5,1,1,2,3,2,"alex","diagnostic","NA",1.75,23,2,5,5
"R_1gnmrcsMLVyFurI",3,2,2,4,30,"sam","diagnostic","NA",2.75,1,1,1,3,20,"robin","non-diagnostic","ND1",1.5,1,1,3,3,25,"francis","diagnostic","NA",2,1,1,1,2,10,"alex","non-diagnostic","ND2",1.25,19,2,5,2
"R_XGloloNlFJUugXT",2,2,2,3,25,"sam","diagnostic","NA",2.25,2,2,2,2,20,"robin","non-diagnostic","ND1",2,2,1,3,3,9,"francis","non-diagnostic","ND2",2.25,2,2,3,1,19,"alex","diagnostic","NA",2,18,2,7,5
"R_3lKdQmb4B04xH4n",2,2,2,2,0,"sam","diagnostic","NA",2,1,1,1,1,0,"robin","diagnostic","NA",1,2,2,2,2,30,"francis","non-diagnostic","ND2",2,2,2,2,2,0,"alex","non-diagnostic","ND1",2,62,1,7,5
"R_s84WMropaHw8FXz",2,3,4,2,30,"sam","diagnostic","NA",2.75,4,4,2,3,49,"robin","non-diagnostic","ND1",3.25,4,2,4,2,20,"francis","non-diagnostic","ND2",3,4,2,4,2,28,"alex","diagnostic","NA",3,46,2,7,5
"R_3Gs66Bl1rXpLxaW",2,2,5,1,30,"sam","diagnostic","NA",2.5,2,3,1,4,35,"robin","non-diagnostic","ND1",2.5,4,2,5,4,35,"francis","diagnostic","NA",3.75,1,2,3,2,18,"alex","non-diagnostic","ND2",2,25,2,2,2
"R_1pWiXBi41QnPoU6",2,2,3,3,20,"sam","diagnostic","NA",2.5,2,2,2,2,15,"robin","diagnostic","NA",2,3,4,4,3,28,"francis","non-diagnostic","ND2",3.5,1,1,3,1,10,"alex","non-diagnostic","ND1",1.5,19,1,7,2
"R_Pvwx7eNiF1LSGXv",4,4,4,4,50,"sam","diagnostic","NA",4,4,4,4,4,50,"robin","non-diagnostic","ND1",4,4,4,4,4,50,"francis","diagnostic","NA",4,4,4,4,4,50,"alex","non-diagnostic","ND2",4,21,1,7,5
"R_3q9fqW85SnCrDSJ",2,2,5,3,7,"sam","diagnostic","NA",3,1,1,1,1,0,"robin","diagnostic","NA",1,1,2,4,3,3,"francis","non-diagnostic","ND2",2.5,1,1,3,2,3,"alex","non-diagnostic","ND1",1.75,19,1,3,2
"R_3Kwnug0t3xHJhX3",1,2,7,1,14,"sam","diagnostic","NA",2.75,2,4,7,1,20,"robin","non-diagnostic","ND1",3.5,2,4,7,4,24,"francis","non-diagnostic","ND2",4.25,2,1,7,1,14,"alex","diagnostic","NA",2.75,36,2,2,2
"R_z2aR98d5fdwPTY5",3,3,3,2,30,"sam","diagnostic","NA",2.75,3,3,3,3,33,"robin","non-diagnostic","ND1",3,4,4,4,4,50,"francis","diagnostic","NA",4,3,2,3,3,35,"alex","non-diagnostic","ND2",2.75,21,2,7,5
"R_3npUaDBNCutuN3p",4,3,4,4,33,"sam","diagnostic","NA",3.75,2,3,1,2,30,"robin","non-diagnostic","ND1",2,3,4,4,4,40,"francis","diagnostic","NA",3.75,2,3,2,3,36,"alex","non-diagnostic","ND2",2.5,29,1,6,2
"R_cTn544x6Ic6GD17",1,1,4,3,10,"sam","diagnostic","NA",2.25,3,3,6,4,50,"robin","non-diagnostic","ND1",4,1,1,4,4,11,"francis","non-diagnostic","ND2",2.5,1,1,4,1,0,"alex","diagnostic","NA",1.75,30,1,7,5
"R_3lS0CyREnfbTi1n",3,3,4,3,10,"sam","diagnostic","NA",3.25,3,3,1,2,3,"robin","non-diagnostic","ND1",2.25,4,3,4,3,15,"francis","diagnostic","NA",3.5,2,3,4,2,3,"alex","non-diagnostic","ND2",2.75,23,2,7,2
"R_2WO3Hpzdjk6mI6H",3,4,4,4,50,"sam","diagnostic","NA",3.75,2,3,1,3,25,"robin","diagnostic","NA",2.25,2,3,2,3,30,"francis","non-diagnostic","ND2",2.5,1,2,1,2,15,"alex","non-diagnostic","ND1",1.5,19,2,7,5
"R_1DuQzmcFOnVcrOh",3,3,4,3,40,"sam","diagnostic","NA",3.25,3,1,2,3,20,"robin","non-diagnostic","ND1",2.25,3,3,6,3,35,"francis","diagnostic","NA",3.75,3,1,4,2,27,"alex","non-diagnostic","ND2",2.5,18,2,7,2
"R_6Fhg0vHNMHLdQB3",2,2,2,3,18,"sam","diagnostic","NA",2.25,2,2,2,2,20,"robin","diagnostic","NA",2,4,4,4,4,50,"francis","non-diagnostic","ND2",4,3,3,4,4,41,"alex","non-diagnostic","ND1",3.5,18,4,7,5
"R_3KqeEWSrBw8Zy4p",1,1,4,1,19,"sam","diagnostic","NA",1.75,2,2,1,2,9,"robin","non-diagnostic","ND1",1.75,3,3,3,3,21,"francis","non-diagnostic","ND2",3,1,1,2,2,0,"alex","diagnostic","NA",1.5,26,1,7,2
"R_3dKWu51VNJm37gW",2,2,3,2,9,"sam","diagnostic","NA",2.25,2,2,1,2,2,"robin","non-diagnostic","ND1",1.75,3,2,4,2,18,"francis","diagnostic","NA",2.75,2,2,2,1,9,"alex","non-diagnostic","ND2",1.75,19,1,7,2
"R_30bEf6tJp7rO1H7",3,1,4,3,33,"sam","diagnostic","NA",2.75,4,1,1,2,14,"robin","non-diagnostic","ND1",2,3,4,4,4,27,"francis","non-diagnostic","ND2",3.75,3,3,4,3,48,"alex","diagnostic","NA",3.25,20,2,1,2
"R_3MzKbKsLJqOQFTZ",2,2,4,2,20,"sam","diagnostic","NA",2.5,1,1,1,1,9,"robin","diagnostic","NA",1,3,3,3,2,50,"francis","non-diagnostic","ND2",2.75,2,2,4,2,14,"alex","non-diagnostic","ND1",2.5,20,2,5,2
"R_pgy2UXTm3kaqC7n",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,3,"robin","non-diagnostic","ND1",1,2,2,3,2,4,"francis","diagnostic","NA",2.25,2,2,2,1,9,"alex","non-diagnostic","ND2",1.75,19,2,2,5
"R_3O8rBfJkEXll1X8",2,2,4,4,26,"sam","diagnostic","NA",3,2,2,2,2,20,"robin","non-diagnostic","ND1",2,2,3,3,3,26,"francis","non-diagnostic","ND2",2.75,2,1,1,2,12,"alex","diagnostic","NA",1.5,18,2,2,5
"R_1EizchdpSl6fmz8",2,2,2,2,20,"sam","diagnostic","NA",2,2,2,2,2,20,"robin","diagnostic","NA",2,2,2,2,2,20,"francis","non-diagnostic","ND2",2,2,2,2,2,20,"alex","non-diagnostic","ND1",2,21,1,7,2
"R_1KvGQMN2bbAObPg",2,2,3,3,20,"sam","diagnostic","NA",2.5,2,2,2,3,20,"robin","non-diagnostic","ND1",2.25,2,1,2,2,15,"francis","non-diagnostic","ND2",1.75,2,2,3,1,14,"alex","diagnostic","NA",2,50,1,3,2
"R_1P5dTc5eVPGinNG",3,3,2,2,50,"sam","diagnostic","NA",2.5,3,3,3,3,44,"robin","diagnostic","NA",3,4,4,3,3,50,"francis","non-diagnostic","ND2",3.5,4,3,4,3,50,"alex","non-diagnostic","ND1",3.5,35,1,7,5
"R_1QmReRqKQDbJN4U",2,2,5,1,10,"sam","diagnostic","NA",2.5,3,1,1,2,12,"robin","non-diagnostic","ND1",1.75,2,1,4,3,13,"francis","diagnostic","NA",2.5,2,2,1,2,7,"alex","non-diagnostic","ND2",1.75,19,2,7,2
"R_2pKwAeIfl4Y4FnS",1,1,4,1,10,"sam","diagnostic","NA",1.75,2,2,2,2,20,"robin","diagnostic","NA",2,1,1,3,3,30,"francis","non-diagnostic","ND2",2,2,2,4,2,20,"alex","non-diagnostic","ND1",2.5,20,1,3,2
"R_10Au4KzqVVCurUa",1,1,1,1,0,"sam","diagnostic","NA",1,3,3,3,3,30,"robin","non-diagnostic","ND1",3,1,1,1,1,0,"francis","non-diagnostic","ND2",1,7,7,7,2,86,"alex","diagnostic","NA",5.75,19,1,7,5
"R_1QMxdROdDpugcLN",1,1,1,1,0,"sam","diagnostic","NA",1,2,2,1,2,10,"robin","non-diagnostic","ND1",1.75,1,1,2,2,15,"francis","diagnostic","NA",1.5,1,1,1,2,10,"alex","non-diagnostic","ND2",1.25,20,1,7,2
"R_1PRfk4HvX1JHe28",1,1,4,1,4,"sam","diagnostic","NA",1.75,4,4,4,4,50,"robin","diagnostic","NA",4,1,1,1,1,37,"francis","non-diagnostic","ND2",1,3,4,4,4,50,"alex","non-diagnostic","ND1",3.75,20,2,7,5
"R_25TOzlcv0Rog7PU",3,4,5,3,60,"sam","diagnostic","NA",3.75,3,4,2,4,65,"robin","non-diagnostic","ND1",3.25,4,4,5,5,70,"francis","diagnostic","NA",4.5,3,3,5,2,50,"alex","non-diagnostic","ND2",3.25,23,1,7,2
"R_29binoGthDwgUPK",1,1,3,2,15,"sam","diagnostic","NA",1.75,2,2,2,2,16,"robin","diagnostic","NA",2,4,4,3,3,40,"francis","non-diagnostic","ND2",3.5,3,3,4,2,36,"alex","non-diagnostic","ND1",3,20,1,6,5
"R_2PtVaB3BxNJ6wye",3,3,3,2,20,"sam","diagnostic","NA",2.75,1,1,1,1,8,"robin","non-diagnostic","ND1",1,2,1,4,2,29,"francis","diagnostic","NA",2.25,1,1,1,2,10,"alex","non-diagnostic","ND2",1.25,18,2,2,2
"R_3memPf50OvXBlxA",1,2,2,3,15,"sam","diagnostic","NA",2,1,1,1,1,7,"robin","non-diagnostic","ND1",1,2,3,4,4,26,"francis","diagnostic","NA",3.25,1,1,2,2,18,"alex","non-diagnostic","ND2",1.5,24,2,7,5
"R_r8P3QfxBBjJS2EV",2,2,4,3,20,"sam","diagnostic","NA",2.75,2,2,1,2,14,"robin","diagnostic","NA",1.75,4,2,6,4,35,"francis","non-diagnostic","ND2",4,2,2,4,3,27,"alex","non-diagnostic","ND1",2.75,20,1,7,2
"R_1DUOMqJFyyapsaq",3,3,4,3,20,"sam","diagnostic","NA",3.25,2,2,2,3,15,"robin","non-diagnostic","ND1",2.25,4,3,5,3,33,"francis","non-diagnostic","ND2",3.75,3,2,3,2,25,"alex","diagnostic","NA",2.5,20,2,7,2
"R_1hRT7jjdElQn9VQ",3,3,5,4,25,"sam","diagnostic","NA",3.75,1,1,3,2,16,"robin","diagnostic","NA",1.75,2,1,6,2,1,"francis","non-diagnostic","ND2",2.75,1,1,4,2,18,"alex","non-diagnostic","ND1",2,18,2,7,5
"R_3Esywm3ngfrCxEg",3,3,4,3,39,"sam","diagnostic","NA",3.25,2,2,2,2,25,"robin","diagnostic","NA",2,3,3,3,3,25,"francis","non-diagnostic","ND2",3,3,3,5,3,29,"alex","non-diagnostic","ND1",3.5,20,2,2,2
"R_3OD6JK8yvgeIlIR",3,3,4,3,27,"sam","diagnostic","NA",3.25,3,3,6,3,23,"robin","non-diagnostic","ND1",3.75,3,3,4,4,35,"francis","non-diagnostic","ND2",3.5,2,2,3,2,20,"alex","diagnostic","NA",2.25,21,1,7,2
"R_2EfT6BInG4LvOpe",3,3,4,3,30,"sam","diagnostic","NA",3.25,2,3,3,4,31,"robin","non-diagnostic","ND1",3,3,4,4,4,41,"francis","diagnostic","NA",3.75,4,4,3,4,38,"alex","non-diagnostic","ND2",3.75,19,2,7,5
