"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_1FSb7NgAlLdZsHy",5,6,7,5,76,"sam","diagnostic","NA",5.75,5,6,7,6,79,"robin","non-diagnostic","ND1",6,5,6,7,6,78,"francis","non-diagnostic","ND2",6,5,6,7,6,76,"alex","diagnostic","NA",6,48,1,"MTurk",7,3
"R_3q8KJCiUSFMsUIr",6,7,6,7,67,"sam","diagnostic","NA",6.5,6,7,6,7,70,"robin","non-diagnostic","ND1",6.5,6,7,6,7,76,"francis","diagnostic","NA",6.5,6,7,6,7,83,"alex","non-diagnostic","ND2",6.5,36,1,"MTurk",7,3
"R_1CdWxEKQatVTRup",6,6,6,6,90,"sam","diagnostic","NA",6,6,6,6,6,90,"robin","diagnostic","NA",6,6,6,6,6,90,"francis","non-diagnostic","ND2",6,6,6,6,6,94,"alex","non-diagnostic","ND1",6,34,2,"MTurk",NA,5
"R_1q9RNihAg9rgXxN",6,6,6,6,80,"sam","diagnostic","NA",6,6,6,6,6,83,"robin","non-diagnostic","ND1",6,6,6,6,6,89,"francis","diagnostic","NA",6,6,6,6,6,78,"alex","non-diagnostic","ND2",6,37,2,"MTurk",7,2
"R_2pReVyyfQJoAtZJ",4,6,7,5,77,"sam","diagnostic","NA",5.5,4,6,5,6,92,"robin","non-diagnostic","ND1",5.25,4,5,6,6,89,"francis","diagnostic","NA",5.25,4,6,5,7,84,"alex","non-diagnostic","ND2",5.5,32,1,"MTurk",7,2
"R_2thCrbDHGUldgWo",6,5,4,3,58,"sam","diagnostic","NA",4.5,6,5,4,3,71,"robin","non-diagnostic","ND1",4.5,6,5,4,3,72,"francis","non-diagnostic","ND2",4.5,6,5,4,3,66,"alex","diagnostic","NA",4.5,24,1,"MTurk",7,1
"R_1r20cLyCCClOaxG",7,6,5,6,93,"sam","diagnostic","NA",6,5,6,7,6,82,"robin","non-diagnostic","ND1",6,7,6,5,6,83,"francis","non-diagnostic","ND2",6,7,6,5,6,93,"alex","diagnostic","NA",6,35,1,"MTurk",7,3
"R_3ezyz8YHbfB80Ya",6,7,6,5,78,"sam","diagnostic","NA",6,6,7,6,5,82,"robin","non-diagnostic","ND1",6,6,7,5,7,74,"francis","diagnostic","NA",6.25,6,7,6,7,76,"alex","non-diagnostic","ND2",6.5,25,2,"MTurk",2,2
"R_2XhqxlEcfmjCYFj",7,7,6,7,79,"sam","diagnostic","NA",6.75,7,7,5,7,74,"robin","diagnostic","NA",6.5,7,6,6,6,68,"francis","non-diagnostic","ND2",6.25,7,7,6,6,76,"alex","non-diagnostic","ND1",6.5,30,1,"MTurk",NA,2
"R_3KImqrXPzBwaTja",7,7,7,7,99,"sam","diagnostic","NA",7,5,6,5,6,83,"robin","non-diagnostic","ND1",5.5,6,7,6,6,94,"francis","diagnostic","NA",6.25,6,7,6,6,87,"alex","non-diagnostic","ND2",6.25,31,1,"MTurk",7,5
"R_1r2pSBSTi8EvBDO",6,7,7,4,61,"sam","diagnostic","NA",6,5,7,7,4,61,"robin","non-diagnostic","ND1",5.75,6,7,6,5,60,"francis","non-diagnostic","ND2",6,7,6,7,5,57,"alex","diagnostic","NA",6.25,30,1,"MTurk",7,5
"R_di23wNOKDZqA7fz",6,7,6,5,75,"sam","diagnostic","NA",6,6,5,6,7,72,"robin","non-diagnostic","ND1",6,7,5,6,7,66,"francis","diagnostic","NA",6.25,5,7,6,6,80,"alex","non-diagnostic","ND2",6,30,1,"MTurk",1,2
"R_1IuBXHKAkUYxk5u",6,7,6,7,95,"sam","diagnostic","NA",6.5,6,7,6,7,87,"robin","diagnostic","NA",6.5,6,7,6,7,84,"francis","non-diagnostic","ND2",6.5,6,7,6,7,83,"alex","non-diagnostic","ND1",6.5,37,2,"MTurk",7,5
"R_3q9vsfLQDlGmTBE",6,7,6,7,97,"sam","diagnostic","NA",6.5,7,6,7,6,98,"robin","non-diagnostic","ND1",6.5,6,7,6,7,85,"francis","diagnostic","NA",6.5,7,6,7,6,98,"alex","non-diagnostic","ND2",6.5,29,2,"MTurk",7,1
"R_2tXJBLns4MTeHfP",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,51,1,"MTurk",7,2
"R_qvURK9NI5JuencJ",6,6,4,6,79,"sam","diagnostic","NA",5.5,6,5,6,6,71,"robin","non-diagnostic","ND1",5.75,7,7,7,7,96,"francis","diagnostic","NA",7,6,5,6,6,79,"alex","non-diagnostic","ND2",5.75,43,2,"MTurk",7,2
"R_WrjqOE2oFSmImzL",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,47,1,"MTurk",1,5
"R_3R7U97UHODf40jB",6,7,6,7,91,"sam","diagnostic","NA",6.5,7,6,7,7,100,"robin","diagnostic","NA",6.75,7,6,7,7,100,"francis","non-diagnostic","ND2",6.75,7,6,7,6,86,"alex","non-diagnostic","ND1",6.5,40,2,"MTurk",7,NA
"R_1pVx6JqcSwD36lJ",6,6,6,5,88,"sam","diagnostic","NA",5.75,6,6,5,6,87,"robin","non-diagnostic","ND1",5.75,6,6,5,6,75,"francis","non-diagnostic","ND2",5.75,6,6,5,6,85,"alex","diagnostic","NA",5.75,49,2,"MTurk",7,3
"R_UVZIokjGxxMf4s1",7,6,7,6,86,"sam","diagnostic","NA",6.5,7,6,6,6,92,"robin","non-diagnostic","ND1",6.25,7,7,7,6,100,"francis","non-diagnostic","ND2",6.75,7,6,7,6,90,"alex","diagnostic","NA",6.5,40,1,"MTurk",7,2
"R_ABT89Qo9PmA3mDf",6,7,4,6,79,"sam","diagnostic","NA",5.75,4,5,3,3,39,"robin","non-diagnostic","ND1",3.75,4,6,3,5,31,"francis","non-diagnostic","ND2",4.5,5,6,5,3,38,"alex","diagnostic","NA",4.75,34,1,"MTurk",7,2
"R_RQCGIbF24NzG3Ml",5,6,5,6,72,"sam","diagnostic","NA",5.5,5,6,5,6,70,"robin","non-diagnostic","ND1",5.5,5,6,5,6,63,"francis","non-diagnostic","ND2",5.5,5,6,5,6,68,"alex","diagnostic","NA",5.5,42,1,"MTurk",7,3
"R_3CBdOP6gux3BjQN",7,7,7,7,100,"sam","diagnostic","NA",7,5,6,6,6,66,"robin","non-diagnostic","ND1",5.75,6,7,6,5,71,"francis","non-diagnostic","ND2",6,7,6,6,5,82,"alex","diagnostic","NA",6,53,2,"MTurk",7,2
"R_30jyXWUGyPoOOAD",5,6,7,6,73,"sam","diagnostic","NA",6,5,6,7,6,77,"robin","non-diagnostic","ND1",6,6,6,7,6,74,"francis","diagnostic","NA",6.25,5,6,5,7,77,"alex","non-diagnostic","ND2",5.75,46,1,"MTurk",7,3
"R_2b3u6D6kKJSsA9d",7,6,5,6,68,"sam","diagnostic","NA",6,7,6,5,6,91,"robin","non-diagnostic","ND1",6,6,6,5,5,95,"francis","non-diagnostic","ND2",5.5,7,6,5,6,75,"alex","diagnostic","NA",6,37,2,"MTurk",7,1
"R_3LbuIPtnOLx4CbY",6,6,6,6,86,"sam","diagnostic","NA",6,6,5,6,6,70,"robin","diagnostic","NA",5.75,6,6,6,6,74,"francis","non-diagnostic","ND2",6,6,6,5,6,75,"alex","non-diagnostic","ND1",5.75,48,2,"MTurk",7,NA
"R_p4YCt1JsG1LYu6B",4,5,6,7,78,"sam","diagnostic","NA",5.5,5,5,6,7,71,"robin","non-diagnostic","ND1",5.75,5,6,7,5,72,"francis","diagnostic","NA",5.75,5,5,6,7,79,"alex","non-diagnostic","ND2",5.75,41,2,"MTurk",7,3
"R_AgtPSfX636u0A0h",5,6,5,6,88,"sam","diagnostic","NA",5.5,6,5,6,5,76,"robin","non-diagnostic","ND1",5.5,6,5,6,5,79,"francis","diagnostic","NA",5.5,6,5,6,5,77,"alex","non-diagnostic","ND2",5.5,29,1,"MTurk",7,5
"R_3frSr43pSrnyhUd",7,6,5,6,67,"sam","diagnostic","NA",6,7,6,6,5,68,"robin","diagnostic","NA",6,7,6,5,6,61,"francis","non-diagnostic","ND2",6,7,6,5,6,70,"alex","non-diagnostic","ND1",6,27,1,"MTurk",7,2
"R_0iiZdGTbHfUwGB3",6,6,6,7,87,"sam","diagnostic","NA",6.25,6,6,6,6,67,"robin","non-diagnostic","ND1",6,6,6,6,6,79,"francis","non-diagnostic","ND2",6,5,7,7,7,73,"alex","diagnostic","NA",6.5,30,1,"MTurk",7,2
"R_3dLCHZDLCwkmFr2",6,4,5,6,88,"sam","diagnostic","NA",5.25,5,4,5,4,68,"robin","non-diagnostic","ND1",4.5,4,6,4,5,72,"francis","diagnostic","NA",4.75,6,4,5,5,76,"alex","non-diagnostic","ND2",5,48,1,"MTurk",7,3
"R_3mn8LTx9qaGr2wS",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,96,"robin","non-diagnostic","ND1",7,7,7,7,7,96,"francis","diagnostic","NA",7,7,7,7,7,94,"alex","non-diagnostic","ND2",7,46,2,"MTurk",7,3
"R_3hnX17w7vG44agQ",6,7,6,7,74,"sam","diagnostic","NA",6.5,4,6,6,7,100,"robin","non-diagnostic","ND1",5.75,6,5,6,7,72,"francis","diagnostic","NA",6,6,6,6,7,88,"alex","non-diagnostic","ND2",6.25,40,2,"MTurk",7,3
"R_ODwZHpTeV8T8P17",6,7,7,6,91,"sam","diagnostic","NA",6.5,7,6,5,6,68,"robin","non-diagnostic","ND1",6,6,5,6,5,82,"francis","non-diagnostic","ND2",5.5,6,5,6,6,73,"alex","diagnostic","NA",5.75,53,2,"MTurk",7,2
"R_2B9ZYFWwd9K9kCg",7,6,7,5,71,"sam","diagnostic","NA",6.25,6,7,7,7,71,"robin","non-diagnostic","ND1",6.75,6,5,6,5,77,"francis","diagnostic","NA",5.5,5,7,6,6,78,"alex","non-diagnostic","ND2",6,45,1,"MTurk",7,5
"R_OjOv0ZmSYUgF3vX",7,6,5,5,98,"sam","diagnostic","NA",5.75,6,7,6,6,100,"robin","non-diagnostic","ND1",6.25,6,7,6,7,100,"francis","diagnostic","NA",6.5,6,7,6,6,99,"alex","non-diagnostic","ND2",6.25,53,1,"MTurk",7,3
"R_PTLKxIUgpAl7oOJ",5,6,5,6,84,"sam","diagnostic","NA",5.5,5,6,6,6,84,"robin","diagnostic","NA",5.75,5,6,6,4,81,"francis","non-diagnostic","ND2",5.25,5,6,5,6,91,"alex","non-diagnostic","ND1",5.5,49,1,"MTurk",7,NA
"R_2t5cxeCfDIvwCob",7,6,6,6,72,"sam","diagnostic","NA",6.25,7,6,7,6,80,"robin","diagnostic","NA",6.5,7,7,6,6,68,"francis","non-diagnostic","ND2",6.5,7,6,6,6,74,"alex","non-diagnostic","ND1",6.25,38,1,"MTurk",7,2
"R_Y9LWvIfaScPbU7n",6,7,6,7,92,"sam","diagnostic","NA",6.5,6,6,7,6,89,"robin","non-diagnostic","ND1",6.25,6,7,6,7,96,"francis","non-diagnostic","ND2",6.5,5,5,6,7,100,"alex","diagnostic","NA",5.75,55,1,"MTurk",7,5
"R_YakmCoEAC378qs1",5,6,7,5,97,"sam","diagnostic","NA",5.75,4,6,7,6,98,"robin","non-diagnostic","ND1",5.75,4,5,6,7,100,"francis","diagnostic","NA",5.5,4,5,6,7,99,"alex","non-diagnostic","ND2",5.5,40,1,"MTurk",7,3
"R_28BACeqpDyMzew1",6,5,7,6,73,"sam","diagnostic","NA",6,7,6,7,7,78,"robin","non-diagnostic","ND1",6.75,6,7,7,5,83,"francis","non-diagnostic","ND2",6.25,7,5,7,6,85,"alex","diagnostic","NA",6.25,36,2,"MTurk",7,5
"R_sFEM9iZGtaVTrpL",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,4,5,5,4,85,"alex","diagnostic","NA",4.5,40,1,"MTurk",7,2
"R_2f1YAiFQu8n7G9W",7,7,6,7,90,"sam","diagnostic","NA",6.75,6,7,5,7,95,"robin","non-diagnostic","ND1",6.25,6,6,6,5,85,"francis","diagnostic","NA",5.75,6,7,6,7,90,"alex","non-diagnostic","ND2",6.5,52,1,"MTurk",1,5
"R_SAXujaF7JWCDkiJ",7,7,7,7,96,"sam","diagnostic","NA",7,7,7,7,7,95,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,97,"alex","non-diagnostic","ND2",7,34,1,"MTurk",7,3
"R_6oqTOSOPTNxlqDv",7,6,7,7,91,"sam","diagnostic","NA",6.75,6,7,6,7,79,"robin","non-diagnostic","ND1",6.5,6,6,7,6,70,"francis","non-diagnostic","ND2",6.25,6,7,6,7,80,"alex","diagnostic","NA",6.5,30,1,"MTurk",7,2
"R_24XGLOha85FAOc1",7,7,6,7,91,"sam","diagnostic","NA",6.75,7,6,7,6,85,"robin","non-diagnostic","ND1",6.5,7,6,6,6,85,"francis","diagnostic","NA",6.25,7,6,7,7,84,"alex","non-diagnostic","ND2",6.75,45,2,"MTurk",1,2
"R_2y8c10sni4r0fLH",4,6,7,6,90,"sam","diagnostic","NA",5.75,4,5,6,7,96,"robin","non-diagnostic","ND1",5.5,4,5,6,7,86,"francis","diagnostic","NA",5.5,4,5,6,7,100,"alex","non-diagnostic","ND2",5.5,50,1,"MTurk",7,2
"R_1pETmFbGavXo98Q",5,6,5,6,82,"sam","diagnostic","NA",5.5,5,6,5,6,80,"robin","non-diagnostic","ND1",5.5,5,6,5,6,67,"francis","non-diagnostic","ND2",5.5,5,5,6,5,75,"alex","diagnostic","NA",5.25,29,1,"MTurk",7,2
"R_08vAfE4RSxdXJ85",6,6,5,6,72,"sam","diagnostic","NA",5.75,5,4,5,5,62,"robin","non-diagnostic","ND1",4.75,6,5,5,5,61,"francis","diagnostic","NA",5.25,6,5,5,6,70,"alex","non-diagnostic","ND2",5.5,43,1,"MTurk",7,3
"R_3saUQyjAjgo1WbD",7,6,7,7,84,"sam","diagnostic","NA",6.75,7,7,7,7,83,"robin","non-diagnostic","ND1",7,6,6,7,7,92,"francis","diagnostic","NA",6.5,7,7,7,7,83,"alex","non-diagnostic","ND2",7,27,1,"MTurk",7,2
"R_1E5n2eJsjXC7oVq",5,6,5,6,83,"sam","diagnostic","NA",5.5,5,6,6,6,86,"robin","non-diagnostic","ND1",5.75,5,5,6,6,87,"francis","non-diagnostic","ND2",5.5,5,6,6,6,84,"alex","diagnostic","NA",5.75,42,2,"MTurk",7,2
"R_3nkffLoiEpEpv7Y",7,7,7,7,89,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,78,"francis","non-diagnostic","ND2",7,7,7,7,7,92,"alex","diagnostic","NA",7,30,1,"MTurk",7,2
"R_3LcmOa58JEBdlBk",6,5,4,6,63,"sam","diagnostic","NA",5.25,5,3,5,3,61,"robin","non-diagnostic","ND1",4,6,4,5,3,64,"francis","non-diagnostic","ND2",4.5,5,3,6,5,50,"alex","diagnostic","NA",4.75,29,1,"MTurk",7,2
"R_6mQPEzREEmu4rJL",7,7,6,7,100,"sam","diagnostic","NA",6.75,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,6,7,100,"francis","diagnostic","NA",6.75,7,7,7,7,100,"alex","non-diagnostic","ND2",7,30,1,"MTurk",7,2
"R_OeOcydAydPFaVqN",7,6,6,7,100,"sam","diagnostic","NA",6.5,6,6,5,7,90,"robin","diagnostic","NA",6,6,7,6,7,82,"francis","non-diagnostic","ND2",6.5,6,7,6,6,82,"alex","non-diagnostic","ND1",6.25,55,1,"MTurk",NA,5
"R_2zYHKH4nzvR8gf2",6,5,6,6,66,"sam","diagnostic","NA",5.75,5,6,5,6,63,"robin","non-diagnostic","ND1",5.5,6,6,6,5,72,"francis","diagnostic","NA",5.75,6,5,5,5,78,"alex","non-diagnostic","ND2",5.25,57,2,"MTurk",7,3
"R_1DYkQxoP5okMP8o",7,7,6,6,89,"sam","diagnostic","NA",6.5,7,7,7,7,88,"robin","non-diagnostic","ND1",7,7,6,7,7,94,"francis","non-diagnostic","ND2",6.75,7,7,7,6,86,"alex","diagnostic","NA",6.75,38,1,"MTurk",2,5
"R_1gSVo0Oh0vPHaSc",7,7,7,7,90,"sam","diagnostic","NA",7,7,7,6,7,85,"robin","non-diagnostic","ND1",6.75,6,7,5,6,75,"francis","diagnostic","NA",6,6,6,6,6,80,"alex","non-diagnostic","ND2",6,37,1,"MTurk",7,2
"R_2y4v1MGAg6mU4D3",5,6,5,5,84,"sam","diagnostic","NA",5.25,6,5,6,5,74,"robin","diagnostic","NA",5.5,5,6,5,4,80,"francis","non-diagnostic","ND2",5,5,6,5,6,77,"alex","non-diagnostic","ND1",5.5,29,2,"MTurk",7,2
"R_8dZqGOlw80OKkTL",6,6,5,7,72,"sam","diagnostic","NA",6,6,7,6,5,81,"robin","non-diagnostic","ND1",6,6,7,6,7,75,"francis","non-diagnostic","ND2",6.5,6,7,6,7,76,"alex","diagnostic","NA",6.5,35,1,"MTurk",7,2
"R_1mPDNtALjSoX9CL",6,5,6,6,70,"sam","diagnostic","NA",5.75,6,5,6,6,79,"robin","non-diagnostic","ND1",5.75,7,6,5,6,85,"francis","diagnostic","NA",6,6,5,6,6,77,"alex","non-diagnostic","ND2",5.75,45,1,"MTurk",2,5
"R_8pq1dhapS3V3zVf",6,6,6,5,78,"sam","diagnostic","NA",5.75,6,7,6,6,77,"robin","non-diagnostic","ND1",6.25,7,6,7,7,80,"francis","non-diagnostic","ND2",6.75,6,7,6,7,69,"alex","diagnostic","NA",6.5,57,1,"MTurk",7,2
"R_2R4VADTEQGptD2T",7,7,7,7,91,"sam","diagnostic","NA",7,7,7,7,7,90,"robin","diagnostic","NA",7,7,7,7,4,80,"francis","non-diagnostic","ND2",6.25,7,7,7,4,80,"alex","non-diagnostic","ND1",6.25,34,1,"MTurk",7,2
"R_2wsNsAw2e50MQvm",7,7,6,7,82,"sam","diagnostic","NA",6.75,7,7,7,6,77,"robin","diagnostic","NA",6.75,4,7,7,6,65,"francis","non-diagnostic","ND2",6,7,7,7,6,89,"alex","non-diagnostic","ND1",6.75,30,1,"MTurk",7,2
"R_3R2WXFkkSdrBF2m",5,6,6,6,87,"sam","diagnostic","NA",5.75,5,6,6,6,85,"robin","non-diagnostic","ND1",5.75,6,6,6,6,90,"francis","diagnostic","NA",6,5,6,6,6,83,"alex","non-diagnostic","ND2",5.75,47,2,"MTurk",7,2
"R_1DP5Q47nhvMiqvX",4,5,5,4,64,"sam","diagnostic","NA",4.5,3,3,4,5,64,"robin","non-diagnostic","ND1",3.75,4,4,3,5,57,"francis","non-diagnostic","ND2",4,4,5,5,5,68,"alex","diagnostic","NA",4.75,29,1,"MTurk",7,5
"R_2RPTcgR2VciZjfs",5,6,7,7,81,"sam","diagnostic","NA",6.25,5,7,6,6,73,"robin","non-diagnostic","ND1",6,6,7,7,7,86,"francis","non-diagnostic","ND2",6.75,5,4,6,6,46,"alex","diagnostic","NA",5.25,28,1,"MTurk",7,5
"R_2P0s6wSqaqbGAJl",6,6,6,6,81,"sam","diagnostic","NA",6,6,6,6,6,77,"robin","non-diagnostic","ND1",6,6,6,6,6,82,"francis","non-diagnostic","ND2",6,6,6,6,6,80,"alex","diagnostic","NA",6,35,2,"MTurk",7,5
"R_2bQzibeofHxevtk",5,7,6,5,72,"sam","diagnostic","NA",5.75,6,7,7,6,70,"robin","non-diagnostic","ND1",6.5,6,7,7,6,81,"francis","diagnostic","NA",6.5,5,6,4,5,82,"alex","non-diagnostic","ND2",5,30,2,"MTurk",7,2
"R_1NwydnV8cNKl4wy",7,7,5,6,85,"sam","diagnostic","NA",6.25,7,7,7,6,100,"robin","non-diagnostic","ND1",6.75,6,7,5,5,82,"francis","non-diagnostic","ND2",5.75,6,7,6,7,91,"alex","diagnostic","NA",6.5,49,1,"MTurk",7,2
"R_qCLoC5Rkjiwx1Fn",7,6,7,7,84,"sam","diagnostic","NA",6.75,7,6,7,6,87,"robin","diagnostic","NA",6.5,6,6,7,7,85,"francis","non-diagnostic","ND2",6.5,7,7,7,7,92,"alex","non-diagnostic","ND1",7,35,1,"MTurk",NA,2
"R_1f0Z2zEqFvfd7px",6,5,7,6,74,"sam","diagnostic","NA",6,6,5,4,5,55,"robin","non-diagnostic","ND1",5,4,5,5,6,58,"francis","diagnostic","NA",5,4,5,5,6,50,"alex","non-diagnostic","ND2",5,50,1,"MTurk",7,2
"R_3nqtA4szUNLSMS9",7,6,6,6,91,"sam","diagnostic","NA",6.25,5,5,4,5,76,"robin","non-diagnostic","ND1",4.75,7,6,7,7,92,"francis","diagnostic","NA",6.75,7,6,7,7,100,"alex","non-diagnostic","ND2",6.75,40,1,"MTurk",7,2
"R_3e3lRTrOcjNJ4Iz",6,7,6,6,73,"sam","diagnostic","NA",6.25,6,7,7,6,83,"robin","diagnostic","NA",6.5,7,6,6,7,71,"francis","non-diagnostic","ND2",6.5,6,7,6,6,82,"alex","non-diagnostic","ND1",6.25,30,1,"MTurk",7,2
"R_3mn3zDDzax7r6xW",7,6,7,6,98,"sam","diagnostic","NA",6.5,7,7,7,6,96,"robin","non-diagnostic","ND1",6.75,7,6,7,6,94,"francis","non-diagnostic","ND2",6.5,7,7,6,7,100,"alex","diagnostic","NA",6.75,31,2,"MTurk",7,5
"R_3HGo9LOPpY4eHWg",6,7,7,6,84,"sam","diagnostic","NA",6.5,6,6,7,6,79,"robin","non-diagnostic","ND1",6.25,7,7,6,7,82,"francis","diagnostic","NA",6.75,6,4,5,6,56,"alex","non-diagnostic","ND2",5.25,34,2,"MTurk",7,2
"R_SUKj7MLsIbPrOMx",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,96,"robin","non-diagnostic","ND1",7,7,7,6,7,80,"francis","non-diagnostic","ND2",6.75,7,7,7,7,100,"alex","diagnostic","NA",7,29,1,"MTurk",7,2
"R_7P6DggR4bSfzHJn",6,6,6,4,67,"sam","diagnostic","NA",5.5,4,5,6,1,64,"robin","non-diagnostic","ND1",4,7,4,1,7,71,"francis","diagnostic","NA",4.75,4,5,1,5,50,"alex","non-diagnostic","ND2",3.75,26,1,"MTurk",7,2
"R_10ooG4vGDBfz9uS",6,5,4,5,69,"sam","diagnostic","NA",5,2,2,5,5,62,"robin","diagnostic","NA",3.5,7,6,5,4,61,"francis","non-diagnostic","ND2",5.5,5,4,6,7,50,"alex","non-diagnostic","ND1",5.5,24,1,"MTurk",7,NA
"R_1pRQRcae0QThxbO",7,7,7,7,93,"sam","diagnostic","NA",7,7,7,7,7,97,"robin","non-diagnostic","ND1",7,7,7,7,7,92,"francis","non-diagnostic","ND2",7,7,7,7,7,96,"alex","diagnostic","NA",7,52,2,"MTurk",7,2
"R_rpVCtGKTxKS0RhL",6,7,6,6,94,"sam","diagnostic","NA",6.25,7,6,6,7,97,"robin","non-diagnostic","ND1",6.5,6,6,5,6,88,"francis","non-diagnostic","ND2",5.75,7,7,6,7,98,"alex","diagnostic","NA",6.75,45,2,"MTurk",7,2
"R_11i3XMoHQ19AFNz",1,2,2,6,71,"sam","diagnostic","NA",2.75,2,4,1,4,70,"robin","non-diagnostic","ND1",2.75,4,3,4,7,66,"francis","diagnostic","NA",4.5,6,2,7,3,72,"alex","non-diagnostic","ND2",4.5,25,1,"MTurk",7,2
"R_2ALnPH5SjS8glvQ",5,7,4,5,73,"sam","diagnostic","NA",5.25,6,7,4,6,80,"robin","non-diagnostic","ND1",5.75,6,4,7,5,71,"francis","non-diagnostic","ND2",5.5,4,4,2,5,60,"alex","diagnostic","NA",3.75,26,1,"MTurk",7,2
"R_3oyZkz8c1DPm2Oe",5,5,5,5,81,"sam","diagnostic","NA",5,6,6,6,6,85,"robin","non-diagnostic","ND1",6,4,4,4,4,77,"francis","diagnostic","NA",4,5,5,6,6,86,"alex","non-diagnostic","ND2",5.5,30,2,"MTurk",7,2
"R_3jceuV2DNt8S8WE",6,3,6,4,77,"sam","diagnostic","NA",4.75,6,2,6,4,85,"robin","non-diagnostic","ND1",4.5,7,1,6,2,76,"francis","diagnostic","NA",4,7,3,6,3,74,"alex","non-diagnostic","ND2",4.75,32,1,"MTurk",4,5
"R_spNjMOqtcRNJkf7",7,6,7,6,85,"sam","diagnostic","NA",6.5,7,6,7,6,77,"robin","diagnostic","NA",6.5,7,6,7,6,87,"francis","non-diagnostic","ND2",6.5,7,6,7,6,82,"alex","non-diagnostic","ND1",6.5,43,1,"MTurk",7,5
"R_PRL4JG3rMK765uF",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,38,1,"MTurk",7,2
"R_3n5WeYElSwPIaa9",4,5,4,2,60,"sam","diagnostic","NA",3.75,6,4,4,5,82,"robin","diagnostic","NA",4.75,7,5,4,5,80,"francis","non-diagnostic","ND2",5.25,6,4,4,5,70,"alex","non-diagnostic","ND1",4.75,24,1,"MTurk",7,2
"R_PthrUPHBNIF6FKp",5,6,7,5,90,"sam","diagnostic","NA",5.75,6,7,6,7,90,"robin","non-diagnostic","ND1",6.5,5,7,6,7,94,"francis","non-diagnostic","ND2",6.25,6,7,6,7,91,"alex","diagnostic","NA",6.5,30,1,"MTurk",7,3
"R_1NsOuMlw9am3ejx",7,7,7,7,100,"sam","diagnostic","NA",7,5,6,6,6,90,"robin","non-diagnostic","ND1",5.75,5,5,4,4,60,"francis","non-diagnostic","ND2",4.5,7,7,4,7,90,"alex","diagnostic","NA",6.25,23,2,"MTurk",7,2
"R_1rdG7kchmtS1CU1",6,5,6,6,62,"sam","diagnostic","NA",5.75,4,4,4,3,48,"robin","non-diagnostic","ND1",3.75,6,5,6,6,64,"francis","diagnostic","NA",5.75,6,6,7,6,58,"alex","non-diagnostic","ND2",6.25,55,2,"MTurk",7,2
"R_2BbRXGXnMcH9yns",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,25,2,"MTurk",7,2
"R_2czKjOQkRw6iQjs",5,4,6,7,92,"sam","diagnostic","NA",5.5,7,6,7,7,83,"robin","non-diagnostic","ND1",6.75,7,6,7,7,63,"francis","diagnostic","NA",6.75,7,6,6,7,85,"alex","non-diagnostic","ND2",6.5,29,2,"MTurk",7,2
"R_3dQKT0WZISycX4t",6,6,5,5,66,"sam","diagnostic","NA",5.5,6,6,6,6,80,"robin","non-diagnostic","ND1",6,6,6,6,6,80,"francis","diagnostic","NA",6,6,6,6,5,70,"alex","non-diagnostic","ND2",5.75,47,1,"MTurk",7,3
"R_1JOT6XOa89rnM9z",5,5,6,6,73,"sam","diagnostic","NA",5.5,4,5,5,5,58,"robin","non-diagnostic","ND1",4.75,5,5,5,5,69,"francis","diagnostic","NA",5,5,5,4,4,62,"alex","non-diagnostic","ND2",4.5,29,1,"MTurk",7,5
