StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_G_M_R_1,S_G_M_R_2,S_G_M_R_3,S_G_M_R_4,S_G_M_M_1,R_G_ND1_R_1,R_G_ND1_R_2,R_G_ND1_R_3,R_G_ND1_R_4,R_G_ND1_M_1,A_B_M_R_1,A_B_M_R_2,A_B_M_R_3,A_B_M_R_4,A_B_M_M_1,F_B_ND2_R_1,F_B_ND2_R_2,F_B_ND2_R_3,F_B_ND2_R_4,F_B_ND2_M_1,attn_chk_1Q,attn_chk_2_Q,S_G_ND1_R_1,S_G_ND1_R_2,S_G_ND1_R_3,S_G_ND1_R_4,S_G_ND1_M_1,R_G_M_R_1,R_G_M_R_2,R_G_M_R_3,R_G_M_R_4,R_G_M_M_1,A_B_ND2_R_1,A_B_ND2_R_2,A_B_ND2_R_3,A_B_ND2_R_4,A_B_ND2_M_1,F_B_M_R_1,F_B_M_R_2,F_B_M_R_3,F_B_M_R_4,F_B_M_M_1,R_G_ND2_R_1,R_G_ND2_R_2,R_G_ND2_R_3,R_G_ND2_R_4,R_G_ND2_M_1,F_B_ND1_R_1,F_B_ND1_R_2,F_B_ND1_R_3,F_B_ND1_R_4,F_B_ND1_M_1,S_G_ND2_R_1,S_G_ND2_R_2,S_G_ND2_R_3,S_G_ND2_R_4,S_G_ND2_M_1,A_B_ND1_R_1,A_B_ND1_R_2,A_B_ND1_R_3,A_B_ND1_R_4,A_B_ND1_M_1,previous_version,FL_59_DO,FL_6_DO,FL_26_DO,FL_27_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_31_DO,FL_93_DO,FL_100_DO
2022-04-11 17:49:15,2022-04-11 17:51:21,0,100,125,1,2022-04-11 17:51:21,R_AEywn8g8s2eoDx7,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,7,5,5,5,72,,,,,,7,6,6,7,71,,,,,,,,,,,5,7,6,6,63,5,6,7,6,75,1,FL_6,FL_31,,,,,,attn2|S_G_ND2|R_G_M|F_B_M|A_B_ND1|attn1,,
2022-04-11 17:48:35,2022-04-11 17:51:22,0,100,166,1,2022-04-11 17:51:22,R_2Ys5rAjmeegEkaF,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,1,1,1,1,100,,,,,,7,5,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,1,2,1,2,6,7,7,6,6,100,,,,,,1,FL_6,FL_100,,,,,,,,R_G_M|attn2|S_G_ND2|A_B_M|attn1|F_B_ND1
2022-04-11 17:49:59,2022-04-11 17:51:25,0,100,85,1,2022-04-11 17:51:26,R_Dxf7idN3QkV0BCF,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,2,2,2,2,18,,,,,,7,2,,,,,,4,4,4,4,48,,,,,,,,,,,,,,,,2,2,2,2,25,6,6,6,6,76,,,,,,2,FL_6,FL_100,,,,,,,,R_G_M|A_B_M|F_B_ND1|S_G_ND2|attn2|attn1
2022-04-11 17:48:08,2022-04-11 17:51:26,0,100,198,1,2022-04-11 17:51:27,R_3oA4vzqVnQtAnZK,,,,,anonymous,EN,1,34,2,,,,,,,,,,,,,,,,,,,,,,7,5,6,7,7,7,95,7,7,7,7,100,4,1,2,2,11,2,1,2,2,5,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,attn2|attn1|F_B_M|S_G_ND1|A_B_ND2|R_G_M,,,,,,
2022-04-11 17:48:26,2022-04-11 17:51:28,0,100,181,1,2022-04-11 17:51:28,R_3OiF8VFb6Hf2WY1,,,,,anonymous,EN,1,28,1,,7,7,7,7,100,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,1,0,7,7,7,7,100,,,,,,,,,,,1,1,1,1,0,2,FL_6,FL_93,,,,,,,S_G_M|R_G_ND2|attn2|attn1|F_B_M|A_B_ND1,
2022-04-11 17:49:08,2022-04-11 17:51:29,0,100,140,1,2022-04-11 17:51:29,R_3nSgm7V36XAWETx,,,,,anonymous,EN,1,57,2,,5,5,6,6,71,6,6,5,6,69,,,,,,,,,,,7,2,,,,,,,,,,,5,5,4,5,61,5,6,6,6,69,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|F_B_M|A_B_ND2|attn1|attn2|S_G_M,,,,,
2022-04-11 17:49:05,2022-04-11 17:51:38,0,100,153,1,2022-04-11 17:51:39,R_2a8J7SYCADeXRYq,,,,,anonymous,EN,1,31,2,,7,6,6,7,76,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,5,6,7,6,65,6,5,7,6,95,,,,,,,,,,,7,6,5,6,65,1,FL_6,FL_93,,,,,,,attn1|attn2|A_B_ND1|S_G_M|F_B_M|R_G_ND2,
2022-04-11 17:49:19,2022-04-11 17:51:45,0,100,146,1,2022-04-11 17:51:45,R_3JI2naFBVowurzy,,,,,anonymous,EN,1,33,1,,6,6,5,6,81,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,5,5,6,6,83,6,6,5,6,79,,,,,,,,,,,5,5,6,6,78,2,FL_6,FL_93,,,,,,,S_G_M|R_G_ND2|attn1|A_B_ND1|attn2|F_B_M,
2022-04-11 17:48:42,2022-04-11 17:51:49,0,100,186,1,2022-04-11 17:51:49,R_1QosGeAzWTS3l1o,,,,,anonymous,EN,1,34,1,,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,7,2,,,,,,,,,,,1,2,4,2,7,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|attn2|S_G_M|F_B_M|attn1|A_B_ND2,,,,,
2022-04-11 17:50:14,2022-04-11 17:52:04,0,100,110,1,2022-04-11 17:52:04,R_1H8oODu87I5OxlS,,,,,anonymous,EN,1,40,2,,7,7,7,7,100,6,7,6,6,92,,,,,,,,,,,7,2,,,,,,,,,,,2,2,2,2,21,1,1,1,1,21,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|attn2|A_B_ND2|S_G_M|F_B_M|attn1,,,,,
2022-04-11 17:48:27,2022-04-11 17:52:06,0,100,219,1,2022-04-11 17:52:06,R_2xz4oEISnObMwu9,,,,,anonymous,EN,1,27,2,,6,6,7,6,90,6,6,5,6,90,2,2,4,2,30,3,4,2,3,60,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,R_G_ND1|S_G_M|attn2|attn1|F_B_ND2|A_B_M,,,,,,,
2022-04-11 17:49:33,2022-04-11 17:52:10,0,100,156,1,2022-04-11 17:52:12,R_234A8rfNPm89RN3,,,,,anonymous,EN,1,34,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,95,,,,,,1,1,1,1,7,,,,,,,,,,,7,7,7,7,94,1,1,1,1,9,2,FL_6,FL_31,,,,,,S_G_ND2|attn1|attn2|A_B_ND1|F_B_M|R_G_M,,
2022-04-11 17:50:58,2022-04-11 17:52:13,0,100,75,1,2022-04-11 17:52:14,R_123bbQDvoooI8RG,,,,,anonymous,EN,1,31,2,,6,5,6,7,81,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,6,6,6,7,92,7,5,5,5,91,,,,,,,,,,,5,5,4,5,65,2,FL_6,FL_93,,,,,,,F_B_M|attn2|attn1|S_G_M|A_B_ND1|R_G_ND2,
2022-04-11 17:48:18,2022-04-11 17:52:22,0,100,243,1,2022-04-11 17:52:23,R_OAKafyWDVZPAw3n,,,,,anonymous,EN,1,24,1,,,,,,,,,,,,,,,,,,,,,,7,5,7,7,7,7,94,7,6,6,7,92,2,2,3,2,12,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_27,,F_B_M|S_G_ND1|attn2|R_G_M|A_B_ND2|attn1,,,,,,
2022-04-11 17:48:30,2022-04-11 17:52:23,0,100,233,1,2022-04-11 17:52:25,R_3IXYtxnWGbDBD5H,,,,,anonymous,EN,1,37,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,97,,,,,,2,2,1,2,18,,,,,,,,,,,7,7,7,7,97,2,2,2,2,24,2,FL_6,FL_31,,,,,,F_B_M|attn2|A_B_ND1|attn1|R_G_M|S_G_ND2,,
2022-04-11 17:48:34,2022-04-11 17:52:30,0,100,236,1,2022-04-11 17:52:31,R_31gfwVHxYL2UuQa,,,,,anonymous,EN,1,37,2,,,,,,,,,,,,6,7,5,5,67,6,5,6,7,72,2,5,7,6,7,7,72,7,5,7,7,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,A_B_M|S_G_ND1|attn1|attn2|R_G_M|F_B_ND2,,,,
2022-04-11 17:49:59,2022-04-11 17:52:31,0,100,152,1,2022-04-11 17:52:32,R_3oSp5WOZZY8tugk,,,,,anonymous,EN,1,33,2,,,,,,,,,,,,1,1,1,1,6,1,1,1,1,10,7,5,7,7,7,7,90,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_29,,,,F_B_ND2|R_G_M|attn1|A_B_M|S_G_ND1|attn2,,,,
2022-04-11 17:49:06,2022-04-11 17:52:36,0,100,209,1,2022-04-11 17:52:36,R_1lhgvwAg4oCF8I9,,,,,anonymous,EN,1,35,1,,6,6,5,6,66,6,5,6,6,64,6,5,6,6,71,6,6,5,6,64,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,R_G_ND1|S_G_M|F_B_ND2|attn2|A_B_M|attn1,,,,,,,
2022-04-11 17:48:47,2022-04-11 17:52:51,0,100,243,1,2022-04-11 17:52:51,R_22y6XQNrrIfUQo6,,,,,anonymous,EN,1,48,2,,,,,,,,,,,,1,1,1,1,0,,,,,,7,2,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,1,1,1,1,0,7,7,7,7,100,,,,,,2,FL_6,FL_100,,,,,,,,A_B_M|S_G_ND2|attn1|attn2|R_G_M|F_B_ND1
2022-04-11 17:50:32,2022-04-11 17:52:58,0,100,146,1,2022-04-11 17:52:59,R_2wjklYX79x4k9W5,,,,,anonymous,EN,1,52,1,,,,,,,,,,,,6,4,3,2,37,,,,,,7,2,,,,,,5,6,5,7,90,,,,,,,,,,,,,,,,5,4,2,4,74,4,5,4,5,75,,,,,,1,FL_6,FL_100,,,,,,,,attn2|attn1|R_G_M|F_B_ND1|S_G_ND2|A_B_M
2022-04-11 17:50:59,2022-04-11 17:53:01,0,100,122,1,2022-04-11 17:53:02,R_XXw3wyfqmSCLeeZ,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,1,1,2,1,0,1,1,1,1,4,7,2,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,F_B_ND2|R_G_M|attn2|A_B_M|attn1|S_G_ND1,,,,
2022-04-11 17:49:39,2022-04-11 17:53:10,0,100,211,1,2022-04-11 17:53:10,R_9oVzNNoVOYdlP4l,,,,,anonymous,EN,1,21,2,,7,6,7,7,95,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,1,1,1,0,5,5,6,6,75,,,,,,,,,,,2,3,3,3,20,2,FL_6,FL_93,,,,,,,attn2|A_B_ND1|R_G_ND2|S_G_M|attn1|F_B_M,
2022-04-11 17:49:40,2022-04-11 17:53:26,0,100,226,1,2022-04-11 17:53:26,R_2rZUsBlFZog8xVU,,,,,anonymous,EN,1,43,3,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,7,2,7,7,6,6,92,7,7,7,7,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,A_B_M|R_G_M|attn1|F_B_ND2|attn2|S_G_ND1,,,,
2022-04-11 17:51:38,2022-04-11 17:53:26,0,100,108,1,2022-04-11 17:53:27,R_3nrtTa4wgKS7zsZ,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,3,3,6,3,4,77,3,4,1,4,73,3,3,6,4,80,4,5,5,3,79,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,attn1|S_G_ND1|F_B_M|A_B_ND2|R_G_M|attn2,,,,,,
2022-04-11 17:49:22,2022-04-11 17:53:28,0,100,246,1,2022-04-11 17:53:28,R_33C0rxTBqHitT1V,,,,,anonymous,EN,1,31,2,,,,,,,,,,,,,,,,,,,,,,7,2,6,6,2,6,91,6,6,2,6,92,2,3,4,3,19,2,1,1,2,9,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,F_B_M|attn1|attn2|S_G_ND1|R_G_M|A_B_ND2,,,,,,
2022-04-11 17:51:36,2022-04-11 17:53:30,0,100,114,1,2022-04-11 17:53:30,R_12gJJHi0VZI9SRY,,,,,anonymous,EN,1,29,1,,7,7,7,7,100,,,,,,1,1,1,1,0,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,1,1,1,1,0,,,,,,,,,,,2,FL_6,FL_30,,,,,S_G_M|F_B_ND1|R_G_ND2|attn2|A_B_M|attn1,,,
2022-04-11 17:52:27,2022-04-11 17:53:30,0,100,62,1,2022-04-11 17:53:30,R_1TRzwnud9oIhOMx,,,,,anonymous,EN,1,24,1,,,,,,,,,,,,1,1,1,1,0,1,2,2,1,12,7,5,4,6,5,5,84,5,6,6,5,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,attn2|R_G_M|A_B_M|F_B_ND2|attn1|S_G_ND1,,,,
2022-04-11 17:48:37,2022-04-11 17:53:37,0,100,299,1,2022-04-11 17:53:37,R_2b0LqPueJtiCy0j,,,,,anonymous,EN,1,33,1,,7,7,6,7,78,6,7,6,6,77,2,2,3,2,28,2,2,1,2,21,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,attn1|attn2|R_G_ND1|S_G_M|F_B_ND2|A_B_M,,,,,,,
2022-04-11 17:49:45,2022-04-11 17:53:43,0,100,238,1,2022-04-11 17:53:44,R_C2hHSfAwSMjL0WZ,,,,,anonymous,EN,1,30,2,,,,,,,,,,,,,,,,,,,,,,7,2,7,7,7,7,92,7,7,7,7,93,2,2,2,2,17,1,1,1,1,16,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,R_G_M|attn2|A_B_ND2|F_B_M|attn1|S_G_ND1,,,,,,
2022-04-11 17:52:10,2022-04-11 17:53:52,0,100,102,1,2022-04-11 17:53:53,R_1LnY1eI2908JT7j,,,,,anonymous,EN,1,48,2,,,,,,,,,,,,,,,,,,,,,,7,2,6,6,5,6,68,6,6,5,6,66,5,6,5,6,71,6,5,6,5,64,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,F_B_M|S_G_ND1|R_G_M|A_B_ND2|attn1|attn2,,,,,,
2022-04-11 17:49:19,2022-04-11 17:53:53,0,100,274,1,2022-04-11 17:53:54,R_2bNp3nEeGtjFgQM,,,,,anonymous,EN,1,50,2,,4,5,4,5,60,,,,,,4,4,5,4,59,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,4,5,4,5,55,4,5,4,5,59,,,,,,,,,,,1,FL_6,FL_30,,,,,S_G_M|F_B_ND1|A_B_M|attn2|attn1|R_G_ND2,,,
2022-04-11 17:50:11,2022-04-11 17:53:58,0,100,226,1,2022-04-11 17:53:58,R_2rJHfAjwRYXdVHU,,,,,anonymous,EN,1,62,2,,7,7,7,7,97,6,7,7,6,82,4,3,4,3,43,2,1,1,2,20,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_26,A_B_M|R_G_ND1|attn1|S_G_M|attn2|F_B_ND2,,,,,,,
2022-04-11 17:51:39,2022-04-11 17:54:00,0,100,141,1,2022-04-11 17:54:01,R_t0stWadvfy4jCOB,,,,,anonymous,EN,1,43,1,,5,6,5,5,100,6,6,5,6,89,,,,,,,,,,,7,2,,,,,,,,,,,6,6,6,6,100,7,6,6,6,100,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|attn1|A_B_ND2|F_B_M|S_G_M|attn2,,,,,
2022-04-11 17:52:34,2022-04-11 17:54:02,0,100,87,1,2022-04-11 17:54:03,R_2bQb1DQ97YKwqwW,,,,,anonymous,EN,1,31,2,,7,7,7,7,100,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,1,0,7,7,7,7,100,,,,,,,,,,,3,3,4,4,25,2,FL_6,FL_93,,,,,,,attn2|F_B_M|attn1|S_G_M|A_B_ND1|R_G_ND2,
2022-04-11 17:49:50,2022-04-11 17:54:11,0,100,261,1,2022-04-11 17:54:11,R_1P1VpBFf5Bj2Zie,,,,,anonymous,EN,1,37,2,,7,7,7,7,90,,,,,,1,1,2,1,19,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,3,3,3,3,24,,,,,,,,,,,2,FL_6,FL_30,,,,,F_B_ND1|R_G_ND2|attn2|S_G_M|attn1|A_B_M,,,
2022-04-11 17:50:42,2022-04-11 17:54:13,0,100,211,1,2022-04-11 17:54:14,R_21BxQgNphRjqbZk,,,,,anonymous,EN,1,25,2,,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,7,3,,,,,,,,,,,1,1,1,1,14,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,A_B_ND2|S_G_M|R_G_ND1|attn2|attn1|F_B_M,,,,,
2022-04-11 17:51:51,2022-04-11 17:54:22,0,100,151,1,2022-04-11 17:54:22,R_2trmGclGwNOoAeg,,,,,anonymous,EN,1,48,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,94,,,,,,1,1,1,1,7,,,,,,,,,,,6,6,6,6,80,2,2,2,2,18,3,FL_6,FL_31,,,,,,S_G_ND2|F_B_M|attn2|attn1|A_B_ND1|R_G_M,,
2022-04-11 17:51:16,2022-04-11 17:54:31,0,100,194,1,2022-04-11 17:54:31,R_1P0ntRxGrIHtQt3,,,,,anonymous,EN,1,57,2,,,,,,,,,,,,1,1,3,1,7,,,,,,7,2,,,,,,7,6,6,7,85,,,,,,,,,,,,,,,,2,3,2,2,17,6,6,6,6,82,,,,,,2,FL_6,FL_100,,,,,,,,R_G_M|attn2|S_G_ND2|F_B_ND1|attn1|A_B_M
2022-04-11 17:50:20,2022-04-11 17:54:39,0,100,259,1,2022-04-11 17:54:39,R_2zd9AukzegpYnkK,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,1,3,1,2,15,3,3,2,3,38,7,5,6,5,7,5,85,7,7,6,6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,R_G_M|S_G_ND1|F_B_ND2|attn1|A_B_M|attn2,,,,
2022-04-11 17:51:29,2022-04-11 17:54:39,0,100,189,1,2022-04-11 17:54:40,R_1fZb5D3ys4Geelk,,,,,anonymous,EN,1,54,2,,7,7,7,7,74,7,7,7,7,76,1,1,1,1,0,1,1,1,1,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,A_B_M|R_G_ND1|attn2|S_G_M|F_B_ND2|attn1,,,,,,,
2022-04-11 17:52:33,2022-04-11 17:54:50,0,100,137,1,2022-04-11 17:54:52,R_3iUS7jbf0OmXa81,,,,,anonymous,EN,1,34,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,100,,,,,,1,1,1,1,0,,,,,,,,,,,7,7,7,7,100,2,2,2,2,4,2,FL_6,FL_31,,,,,,attn1|A_B_ND1|attn2|R_G_M|F_B_M|S_G_ND2,,
2022-04-11 17:51:19,2022-04-11 17:54:57,0,100,218,1,2022-04-11 17:54:58,R_2Sf1NJCHHqIVBll,,,,,anonymous,EN,1,34,1,,5,3,5,5,53,3,5,4,5,40,,,,,,,,,,,7,2,,,,,,,,,,,3,5,4,3,38,5,3,6,6,42,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,S_G_M|attn2|F_B_M|A_B_ND2|R_G_ND1|attn1,,,,,
2022-04-11 17:50:50,2022-04-11 17:55:08,0,100,257,1,2022-04-11 17:55:08,R_2WVk7TQSMVS5BaI,,,,,anonymous,EN,1,62,1,,7,7,7,7,100,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,1,0,7,7,7,7,100,,,,,,,,,,,1,1,1,1,0,2,FL_6,FL_93,,,,,,,S_G_M|F_B_M|attn1|R_G_ND2|attn2|A_B_ND1,
2022-04-11 17:54:14,2022-04-11 17:55:16,0,100,62,1,2022-04-11 17:55:16,R_2txR2cixDOGM09U,,,,,anonymous,EN,1,30,1,,7,6,6,5,93,,,,,,5,6,6,6,48,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,6,6,6,3,75,5,7,7,5,81,,,,,,,,,,,1,FL_6,FL_30,,,,,A_B_M|attn2|S_G_M|F_B_ND1|attn1|R_G_ND2,,,
2022-04-11 17:52:21,2022-04-11 17:55:24,0,100,183,1,2022-04-11 17:55:25,R_2VjVKJrIzEgDRIe,,,,,anonymous,EN,1,37,1,,,,,,,,,,,,1,2,2,3,8,,,,,,7,2,,,,,,6,6,5,5,86,,,,,,,,,,,,,,,,3,3,1,3,21,6,6,7,7,100,,,,,,2,FL_6,FL_100,,,,,,,,S_G_ND2|A_B_M|R_G_M|attn1|attn2|F_B_ND1
2022-04-11 17:53:37,2022-04-11 17:55:28,0,100,110,1,2022-04-11 17:55:28,R_vvKvQzsROUcCOtz,,,,,anonymous,EN,1,32,1,,7,6,7,7,60,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,7,7,7,7,77,7,7,6,4,99,,,,,,,,,,,6,7,6,7,84,1,FL_6,FL_93,,,,,,,A_B_ND1|R_G_ND2|S_G_M|attn2|F_B_M|attn1,
2022-04-11 17:53:08,2022-04-11 17:55:29,0,100,140,1,2022-04-11 17:55:29,R_1k2oAIiTgSD0WDJ,,,,,anonymous,EN,1,36,2,,6,6,6,6,88,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,1,0,6,6,6,6,88,,,,,,,,,,,2,2,2,2,12,2,FL_6,FL_93,,,,,,,R_G_ND2|S_G_M|attn1|attn2|F_B_M|A_B_ND1,
2022-04-11 17:52:34,2022-04-11 17:55:35,0,100,180,1,2022-04-11 17:55:35,R_1rd18h5eKnkpCf2,,,,,anonymous,EN,1,43,1,,7,7,7,7,98,6,7,7,7,91,1,1,3,2,13,3,3,2,2,19,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,F_B_ND2|attn2|S_G_M|R_G_ND1|A_B_M|attn1,,,,,,,
2022-04-11 17:51:40,2022-04-11 17:55:44,0,100,244,1,2022-04-11 17:55:44,R_1q4EclOUzFtpfJn,,,,,anonymous,EN,1,59,1,,6,6,1,6,81,6,6,6,7,82,3,4,3,4,41,3,2,3,2,28,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,A_B_M|S_G_M|R_G_ND1|attn1|attn2|F_B_ND2,,,,,,,
2022-04-11 17:53:42,2022-04-11 17:55:46,0,100,123,1,2022-04-11 17:55:46,R_2cC87vKNTrxBX5w,,,,,anonymous,EN,1,25,2,,7,7,7,7,100,,,,,,1,1,1,1,0,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,1,1,1,1,0,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|attn1|S_G_M|R_G_ND2|attn2|F_B_ND1,,,
2022-04-11 17:53:29,2022-04-11 17:55:50,0,100,140,1,2022-04-11 17:55:50,R_1ONCdeWNl7YcGNr,,,,,anonymous,EN,1,35,5,,,,,,,,,,,,1,1,2,1,1,2,2,1,1,0,7,2,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,A_B_M|R_G_M|F_B_ND2|attn2|attn1|S_G_ND1,,,,
2022-04-11 17:53:15,2022-04-11 17:55:50,0,100,155,1,2022-04-11 17:55:51,R_2EcL3m8zNaEsIHX,,,,,anonymous,EN,1,43,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,6,4,5,89,,,,,,2,2,2,4,11,,,,,,,,,,,6,6,4,5,87,2,2,4,2,15,2,FL_6,FL_31,,,,,,attn1|R_G_M|A_B_ND1|F_B_M|S_G_ND2|attn2,,
2022-04-11 17:50:31,2022-04-11 17:55:55,0,100,323,1,2022-04-11 17:55:55,R_YbIIzQmp8W1m7UR,,,,,anonymous,EN,1,31,1,,6,6,7,6,85,6,6,7,6,85,,,,,,,,,,,7,2,,,,,,,,,,,2,3,4,4,31,2,3,2,4,30,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,F_B_M|attn2|attn1|S_G_M|A_B_ND2|R_G_ND1,,,,,
2022-04-11 17:52:15,2022-04-11 17:55:57,0,100,222,1,2022-04-11 17:55:58,R_28MLyCG5dJatpvq,,,,,anonymous,EN,1,43,2,,7,7,7,7,96,7,7,7,7,96,1,1,4,3,12,1,1,1,2,4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,S_G_M|F_B_ND2|R_G_ND1|A_B_M|attn1|attn2,,,,,,,
2022-04-11 17:53:02,2022-04-11 17:56:06,0,100,184,1,2022-04-11 17:56:07,R_VKz2z84Z26r7jLr,,,,,anonymous,EN,1,36,2,,,,,,,,,,,,2,3,2,2,29,,,,,,7,2,,,,,,6,7,6,7,83,,,,,,,,,,,,,,,,1,2,2,2,27,6,7,6,6,80,,,,,,2,FL_6,FL_100,,,,,,,,attn1|R_G_M|attn2|S_G_ND2|F_B_ND1|A_B_M
2022-04-11 17:51:34,2022-04-11 17:56:07,0,100,272,1,2022-04-11 17:56:07,R_pnRkOrSgvgPbj6F,,,,,anonymous,EN,1,27,1,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,7,7,7,6,90,,,,,,1,1,1,1,0,,,,,,,,,,,6,7,7,6,90,1,2,1,3,0,2,FL_6,FL_31,,,,,,attn2|R_G_M|S_G_ND2|A_B_ND1|F_B_M|attn1,,
2022-04-11 17:53:07,2022-04-11 17:56:07,0,100,180,1,2022-04-11 17:56:08,R_2Qxsu6HOtUR1466,,,,,anonymous,EN,1,37,2,,5,6,7,6,75,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,7,6,6,7,82,7,6,5,6,71,,,,,,,,,,,7,6,5,6,71,1,FL_6,FL_93,,,,,,,R_G_ND2|attn2|A_B_ND1|F_B_M|S_G_M|attn1,
2022-04-11 17:52:26,2022-04-11 17:56:10,0,100,223,1,2022-04-11 17:56:10,R_3sABjuj7Woia9s4,,,,,anonymous,EN,1,22,2,,7,7,6,6,83,,,,,,2,2,4,3,24,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,7,6,6,6,81,1,2,1,2,11,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|attn1|F_B_ND1|attn2|R_G_ND2|S_G_M,,,
