"","ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot"
"885","R_5uW8q3ossHdSvG9",2,3,3,3,9,"robin","non-diagnostic","ND1",26,2,7,5,2.75
"886","R_3qO1udAahxmuiof",2,2,2,2,10,"robin","non-diagnostic","ND1",41,1,7,2,2
"887","R_6sckwKAbLNfrLuV",1,1,1,1,15,"robin","non-diagnostic","ND1",23,1,7,2,1
"888","R_1jez3gRd0xbjOHS",3,3,4,3,38,"robin","non-diagnostic","ND1",32,1,7,2,3.25
"889","R_2v21we7asbpG22W",2,2,1,2,17,"robin","non-diagnostic","ND1",18,1,7,5,1.75
"890","R_2bUcGH1B6lShKVa",3,2,2,3,15,"robin","non-diagnostic","ND1",19,1,7,2,2.5
"891","R_2b35ikfJv6jfi2u",3,2,1,4,0,"robin","non-diagnostic","ND1",43,2,7,5,2.5
"892","R_279yAMRU9m2HIjS",3,2,3,3,40,"robin","non-diagnostic","ND1",27,2,1,2,2.75
"893","R_2toh6WB5atSoeoi",3,4,3,3,50,"robin","non-diagnostic","ND1",20,2,7,2,3.25
"894","R_AvAjpRQCGAR81dT",2,2,1,2,20,"robin","non-diagnostic","ND1",20,2,7,2,1.75
"895","R_1irFPYYuSuo8JEx",2,2,3,2,19,"robin","non-diagnostic","ND1",42,1,7,5,2.25
"896","R_C95fLG8Jocqvrm9",3,3,2,3,25,"robin","non-diagnostic","ND1",21,2,7,2,2.75
"897","R_u7EibYliOpURx2V",1,1,1,1,0,"robin","non-diagnostic","ND1",41,2,7,2,1
"898","R_12RneVmEOrMLQEA",3,3,2,3,25,"robin","non-diagnostic","ND1",25,2,7,5,2.75
"899","R_1IGbjOC833M2jw0",2,2,2,2,23,"robin","non-diagnostic","ND1",42,2,1,5,2
"900","R_2YL2vNvk9MnO2rT",1,2,1,2,15,"robin","non-diagnostic","ND1",23,1,7,2,1.5
"901","R_07mZyew97CuSiD7",3,3,2,3,34,"robin","non-diagnostic","ND1",41,2,7,2,2.75
"902","R_3fduXED54L7LKRK",1,1,1,1,0,"robin","non-diagnostic","ND1",22,1,7,5,1
"903","R_dmadc8jVgcs5czL",2,3,4,3,21,"robin","non-diagnostic","ND1",18,2,1,2,3
"904","R_9FfLgf0BmkGXFHr",2,3,1,3,16,"robin","non-diagnostic","ND1",41,2,1,2,2.25
"905","R_2qwquA2svaeENKq",4,4,1,2,30,"robin","non-diagnostic","ND1",31,2,7,5,2.75
"906","R_1lAhvyIxrYEOnUz",3,3,1,3,38,"robin","non-diagnostic","ND1",18,2,7,5,2.5
"907","R_1dpnYHDoX8vDpq3",1,4,2,4,19,"robin","non-diagnostic","ND1",46,1,6,2,2.75
"908","R_5ANixhYZ96VuWEV",1,1,1,2,12,"robin","non-diagnostic","ND1",19,2,7,2,1.25
"909","R_1o5ffhB13jYIh4X",4,2,3,3,25,"robin","non-diagnostic","ND1",43,2,7,2,3
"910","R_2EntBk3zFYpjiLU",3,4,3,3,45,"robin","non-diagnostic","ND1",18,2,7,5,3.25
"911","R_9vEEECkpX4cDYKl",2,4,6,3,34,"robin","non-diagnostic","ND1",43,2,7,2,3.75
"912","R_79h2e0eTPY4RRlL",1,1,1,1,8,"robin","non-diagnostic","ND1",22,2,7,2,1
"913","R_3nkksXSPuGRpdQn",1,1,1,2,0,"robin","non-diagnostic","ND1",23,2,5,5,1.25
"914","R_1gnmrcsMLVyFurI",1,1,1,3,20,"robin","non-diagnostic","ND1",19,2,5,2,1.5
"915","R_XGloloNlFJUugXT",2,2,2,2,20,"robin","non-diagnostic","ND1",18,2,7,5,2
"916","R_s84WMropaHw8FXz",4,4,2,3,49,"robin","non-diagnostic","ND1",46,2,7,5,3.25
"917","R_3Gs66Bl1rXpLxaW",2,3,1,4,35,"robin","non-diagnostic","ND1",25,2,2,2,2.5
"918","R_Pvwx7eNiF1LSGXv",4,4,4,4,50,"robin","non-diagnostic","ND1",21,1,7,5,4
"919","R_3Kwnug0t3xHJhX3",2,4,7,1,20,"robin","non-diagnostic","ND1",36,2,2,2,3.5
"920","R_z2aR98d5fdwPTY5",3,3,3,3,33,"robin","non-diagnostic","ND1",21,2,7,5,3
"921","R_3npUaDBNCutuN3p",2,3,1,2,30,"robin","non-diagnostic","ND1",29,1,6,2,2
"922","R_cTn544x6Ic6GD17",3,3,6,4,50,"robin","non-diagnostic","ND1",30,1,7,5,4
"923","R_3lS0CyREnfbTi1n",3,3,1,2,3,"robin","non-diagnostic","ND1",23,2,7,2,2.25
"924","R_1DuQzmcFOnVcrOh",3,1,2,3,20,"robin","non-diagnostic","ND1",18,2,7,2,2.25
"925","R_3KqeEWSrBw8Zy4p",2,2,1,2,9,"robin","non-diagnostic","ND1",26,1,7,2,1.75
"926","R_3dKWu51VNJm37gW",2,2,1,2,2,"robin","non-diagnostic","ND1",19,1,7,2,1.75
"927","R_30bEf6tJp7rO1H7",4,1,1,2,14,"robin","non-diagnostic","ND1",20,2,1,2,2
"928","R_pgy2UXTm3kaqC7n",1,1,1,1,3,"robin","non-diagnostic","ND1",19,2,2,5,1
"929","R_3O8rBfJkEXll1X8",2,2,2,2,20,"robin","non-diagnostic","ND1",18,2,2,5,2
"930","R_1KvGQMN2bbAObPg",2,2,2,3,20,"robin","non-diagnostic","ND1",50,1,3,2,2.25
"931","R_1QmReRqKQDbJN4U",3,1,1,2,12,"robin","non-diagnostic","ND1",19,2,7,2,1.75
"932","R_10Au4KzqVVCurUa",3,3,3,3,30,"robin","non-diagnostic","ND1",19,1,7,5,3
"933","R_1QMxdROdDpugcLN",2,2,1,2,10,"robin","non-diagnostic","ND1",20,1,7,2,1.75
"934","R_25TOzlcv0Rog7PU",3,4,2,4,65,"robin","non-diagnostic","ND1",23,1,7,2,3.25
"935","R_2PtVaB3BxNJ6wye",1,1,1,1,8,"robin","non-diagnostic","ND1",18,2,2,2,1
"936","R_3memPf50OvXBlxA",1,1,1,1,7,"robin","non-diagnostic","ND1",24,2,7,5,1
"937","R_1DUOMqJFyyapsaq",2,2,2,3,15,"robin","non-diagnostic","ND1",20,2,7,2,2.25
"938","R_3OD6JK8yvgeIlIR",3,3,6,3,23,"robin","non-diagnostic","ND1",21,1,7,2,3.75
"939","R_2EfT6BInG4LvOpe",2,3,3,4,31,"robin","non-diagnostic","ND1",19,2,7,5,3
"940","R_1gpb7yxvzP6Le1L",1,1,1,1,0,"robin","non-diagnostic","ND1",45,1,6,2,1
"941","R_2wyODcZpq47A6Bz",2,2,2,2,15,"robin","non-diagnostic","ND1",45,2,6,5,2
"942","R_1OqzFxY13MK3qAI",1,2,1,2,2,"robin","non-diagnostic","ND1",23,2,7,2,1.5
"943","R_3r374F8Z34iv6Wm",2,1,1,1,10,"robin","non-diagnostic","ND1",52,2,7,2,1.25
"944","R_TuUZkjbtwgyAoiR",2,3,4,4,40,"robin","non-diagnostic","ND1",20,1,7,2,3.25
"945","R_31u3SMYzhZKhQAH",1,2,1,2,15,"robin","non-diagnostic","ND1",26,1,2,2,1.5
"946","R_2DUmVoousDxNkwo",3,3,5,3,30,"robin","non-diagnostic","ND1",42,2,7,2,3.5
"947","R_1IZ2Y29m6xf5dio",3,2,3,2,35,"robin","non-diagnostic","ND1",20,1,4,2,2.5
"948","R_1GPKeXKa1LT5uSw",4,3,1,1,20,"robin","non-diagnostic","ND1",21,2,1,2,2.25
"949","R_2XmOip2goaeYj5H",2,1,1,1,0,"robin","non-diagnostic","ND1",47,2,2,5,1.25
"950","R_2dYFsy1WZSxAx65",3,3,3,4,36,"robin","non-diagnostic","ND1",19,1,2,5,3.25
"951","R_1je7HLbexmC0I7X",2,2,1,3,8,"robin","non-diagnostic","ND1",22,1,3,2,2
"952","R_1E0gMq5Ca61k3Eu",2,2,3,2,10,"robin","non-diagnostic","ND1",21,1,7,2,2.25
"953","R_w5agyx8fF1kV11n",3,1,2,4,40,"robin","non-diagnostic","ND1",19,2,7,2,2.5
"954","R_8fcvcF0GvbMZPln",2,2,2,3,10,"robin","non-diagnostic","ND1",19,2,7,2,2.25
"955","R_3D1RjacKDDQDN7f",2,2,1,1,5,"robin","non-diagnostic","ND1",26,2,5,2,1.5
"956","R_6XMTiO8nSM7JUv7",1,1,2,1,8,"robin","non-diagnostic","ND1",19,2,2,5,1.25
"957","R_1lrERrdGKN4BOW0",2,3,2,2,27,"robin","non-diagnostic","ND1",20,2,7,2,2.25
"958","R_1qdNAf7bIRRzfzP",2,2,1,1,20,"robin","non-diagnostic","ND1",44,2,7,5,1.5
"959","R_VPiViVIIwNyj3RD",2,1,1,2,19,"robin","non-diagnostic","ND1",24,2,7,2,1.5
"960","R_24IWz4rWt8oOTod",1,1,1,1,0,"robin","non-diagnostic","ND1",18,2,7,2,1
"961","R_bBLlXUuoSdRXfR7",1,2,1,2,14,"robin","non-diagnostic","ND1",52,2,7,2,1.5
"962","R_3hAqMZNKCzoZhyZ",2,3,2,3,10,"robin","non-diagnostic","ND1",55,1,7,2,2.5
"963","R_1hKngLsMsF8fwH6",3,3,3,2,25,"robin","non-diagnostic","ND1",39,2,7,5,2.75
"964","R_3MbR4D1nCw5MCuZ",4,3,2,3,25,"robin","non-diagnostic","ND1",24,2,7,2,3
"965","R_79RGbEZhhtG4U81",2,2,1,3,16,"robin","non-diagnostic","ND1",21,2,7,2,2
"966","R_1nNiNwyXNidKWHO",2,1,2,2,5,"robin","non-diagnostic","ND1",47,2,2,5,1.75
"967","R_2f1FDScvwkzXrj6",4,4,4,4,50,"robin","non-diagnostic","ND1",19,1,2,2,4
"968","R_3iyTp7hKa4dfAnb",6,2,2,2,7,"robin","non-diagnostic","ND1",32,2,7,2,3
"969","R_1M6gV0oIkqQe7eP",1,3,1,1,23,"robin","non-diagnostic","ND1",54,1,4,5,1.5
"970","R_3qEulv2u5eOs2J9",3,4,1,4,30,"robin","non-diagnostic","ND1",55,2,7,2,3
"971","R_1jUJ5L9pHKJJLSV",3,4,2,4,31,"robin","non-diagnostic","ND1",51,2,7,5,3.25
"972","R_9MLQeY0SrpwQOrv",4,3,2,4,63,"robin","non-diagnostic","ND1",21,2,7,5,3.25
"973","R_7OhSeawc8v3aCo9",4,3,3,4,31,"robin","non-diagnostic","ND1",19,1,2,2,3.5
"974","R_3KBfL1VSzblkama",2,2,3,3,30,"robin","non-diagnostic","ND1",18,2,2,2,2.5
"975","R_3nGibLaqWLw4gtq",1,1,1,1,0,"robin","non-diagnostic","ND1",24,2,7,2,1
"976","R_2YneZK4NJXHV4ZK",2,3,1,2,29,"robin","non-diagnostic","ND1",22,2,7,2,2
"977","R_bqja17swTgUfw0F",1,1,1,1,1,"robin","non-diagnostic","ND1",19,2,2,2,1
"978","R_25yFfxuflrVxapt",3,3,2,4,24,"robin","non-diagnostic","ND1",22,2,4,5,3
"979","R_3sp52ai2P0MyiUu",3,2,2,2,25,"robin","non-diagnostic","ND1",19,1,7,2,2.25
"980","R_2EuiE4idUdI24mT",2,2,2,2,5,"robin","non-diagnostic","ND1",20,2,7,5,2
"981","R_3g10xco5e9UujHS",5,4,3,4,30,"robin","non-diagnostic","ND1",32,1,2,2,4
"982","R_2fJVAmjIxqTPC4S",2,3,2,3,85,"robin","non-diagnostic","ND1",53,1,2,2,2.5
"983","R_ulAfx3eem2BY3Id",1,1,1,1,5,"robin","non-diagnostic","ND1",22,2,5,5,1
"984","R_1C8sQjfcenQOaQY",1,1,2,2,14,"robin","non-diagnostic","ND1",21,2,4,5,1.5
"985","R_1gHgq0wRJEC39Vw",1,2,1,2,7,"robin","non-diagnostic","ND1",22,2,7,2,1.5
"986","R_1DM4ZnLBOFVN6yE",2,2,2,2,5,"robin","non-diagnostic","ND1",23,2,2,2,2
"987","R_2z5vl1SWiU45m1u",1,1,1,1,0,"robin","non-diagnostic","ND1",19,1,2,2,1
"988","R_279ASOHPHIUoqrs",1,2,1,2,16,"robin","non-diagnostic","ND1",19,2,7,5,1.5
"989","R_2DM65nWhkg2mujg",4,4,4,4,34,"robin","non-diagnostic","ND1",24,2,5,2,4
"990","R_1pLqhhzKfKz64xc",1,1,1,1,0,"robin","non-diagnostic","ND1",19,1,7,5,1
"991","R_27KJWZYqETXwst6",1,1,1,1,5,"robin","non-diagnostic","ND1",20,2,7,5,1
"992","R_1gUu2EPFZdjIFQf",2,3,2,2,17,"robin","non-diagnostic","ND1",20,1,7,2,2.25
"993","R_3mmfHmEhLksXEeZ",2,1,2,1,10,"robin","non-diagnostic","ND1",21,1,7,2,1.5
"994","R_26mOF9c8JPQCu2C",2,3,2,3,35,"robin","non-diagnostic","ND1",24,2,7,2,2.5
"995","R_ZajaHs6ng4V7gMV",1,1,1,1,4,"robin","non-diagnostic","ND1",20,2,7,2,1
"996","R_1QcoTw8jS04jd9x",3,2,1,1,35,"robin","non-diagnostic","ND1",20,1,2,5,1.75
"997","R_3plrl95XTIT1DM0",2,2,1,1,20,"robin","non-diagnostic","ND1",40,2,5,2,1.5
"998","R_3fJJVQhvQAuXNhE",2,1,1,2,10,"robin","non-diagnostic","ND1",24,2,2,5,1.5
"999","R_SMITmA8Mp82K2Hf",4,4,3,3,41,"robin","non-diagnostic","ND1",21,2,6,2,3.5
"1000","R_1CCLU0Pvtx5Bk0a",3,3,2,3,30,"robin","non-diagnostic","ND1",23,2,7,5,2.75
"1001","R_3emjqDFsESDK7kf",3,3,4,3,22,"robin","non-diagnostic","ND1",21,2,6,5,3.25
"1002","R_9GjYI0Oz2zufG37",1,1,1,1,0,"robin","non-diagnostic","ND1",22,1,7,2,1
"1003","R_3rTiUgcY9mViod4",3,3,3,4,50,"robin","non-diagnostic","ND1",20,1,2,5,3.25
"1004","R_eVSyAktTERpW6UF",3,3,2,3,39,"robin","non-diagnostic","ND1",20,1,1,5,2.75
"1005","R_2fJvOc45IzISbLX",2,2,2,2,9,"robin","non-diagnostic","ND1",27,2,7,2,2
"1006","R_3IZbpujtKFvX3q4",1,1,2,2,10,"robin","non-diagnostic","ND1",18,1,2,5,1.5
"1007","R_2zZVv64DVF6Bphr",2,2,1,1,20,"robin","non-diagnostic","ND1",21,2,2,2,1.5
"1008","R_2SIbXofyY1DRPZ9",1,1,1,1,6,"robin","non-diagnostic","ND1",19,2,7,5,1
"1009","R_ac7UXIMHXfNgTaV",2,1,2,2,15,"robin","non-diagnostic","ND1",25,1,7,2,1.75
"1010","R_3NU2nept43SIXtW",2,3,2,2,19,"robin","non-diagnostic","ND1",20,2,7,2,2.25
"1011","R_3e9syvR1OiZl926",2,2,2,3,30,"robin","non-diagnostic","ND1",23,2,7,5,2.25
"1012","R_1eUUw7icDDe0tra",3,2,1,2,5,"robin","non-diagnostic","ND1",18,2,2,2,2
"1013","R_27r0LJ6FjIS0ctL",4,4,3,4,61,"robin","non-diagnostic","ND1",39,2,7,2,3.75
"1014","R_2VliLEcInn2W3fb",2,2,1,2,15,"robin","non-diagnostic","ND1",19,2,7,2,1.75
"1015","R_3PNe7Zcc23oYXUo",3,4,4,4,50,"robin","non-diagnostic","ND1",26,2,7,2,3.75
"1016","R_C1gzVuovhIPfj8Z",4,2,2,3,30,"robin","non-diagnostic","ND1",20,1,1,2,2.75
"1017","R_1HpXnRZ4GXwmtGi",4,4,4,4,50,"robin","non-diagnostic","ND1",27,2,7,2,4
"1018","R_PApOC4H94vpr6Jr",2,3,2,2,20,"robin","non-diagnostic","ND1",18,2,7,2,2.25
"1019","R_QfW5VHCSKVbD81X",3,3,1,5,60,"robin","non-diagnostic","ND1",18,2,7,2,3
"1020","R_2Ysx2IEyYsjcDho",2,2,2,3,20,"robin","non-diagnostic","ND1",20,1,7,5,2.25
"1021","R_ONnJcl6vJLar92F",3,2,2,2,9,"robin","non-diagnostic","ND1",28,2,1,5,2.25
"1022","R_6xPOL1D6sxvWktr",2,2,1,1,10,"robin","non-diagnostic","ND1",33,2,7,2,1.5
"1023","R_1roZFzfmrz35Vco",2,2,2,3,28,"robin","non-diagnostic","ND1",49,1,2,2,2.25
"1024","R_3dXmdjFknMCHkUn",3,2,2,3,35,"robin","non-diagnostic","ND1",22,1,7,5,2.5
"1025","R_2f8TisKlfvjKlWe",3,3,2,3,40,"robin","non-diagnostic","ND1",40,2,5,5,2.75
"1026","R_3FPeAd2fYLaB3r9",3,3,2,3,30,"robin","non-diagnostic","ND1",26,2,7,2,2.75
"1027","R_12A7fPU7s2xkYQ3",3,2,3,2,10,"robin","non-diagnostic","ND1",19,2,4,5,2.5
"1028","R_3P79H6mzeUeOFFn",3,2,1,1,15,"robin","non-diagnostic","ND1",20,2,2,2,1.75
"1029","R_12gQVSo1i5WEzAT",4,5,5,4,50,"robin","non-diagnostic","ND1",50,2,7,5,4.5
"1030","R_26hGlIqidGJ3XSg",3,3,3,3,29,"robin","non-diagnostic","ND1",24,2,1,2,3
"1031","R_pcn2vkr0nDYmFod",3,4,2,5,46,"robin","non-diagnostic","ND1",21,2,7,2,3.5
"1032","R_3frtxWq5Rnb7XXF",3,3,2,2,26,"robin","non-diagnostic","ND1",27,2,7,2,2.5
"1033","R_3GrXlwpIxEidYf4",4,3,3,3,46,"robin","non-diagnostic","ND1",22,2,3,2,3.25
"1034","R_3KDvaLQUGNR3U4d",2,2,2,3,15,"robin","non-diagnostic","ND1",25,2,7,2,2.25
"1035","R_1INtsZuPgMS2cE7",2,2,3,2,0,"robin","non-diagnostic","ND1",20,5,7,5,2.25
"1036","R_ReiM9kJKJPZQAAp",3,3,2,4,40,"robin","non-diagnostic","ND1",33,2,7,2,3
"1037","R_2z93aWSvX6pNhO9",2,2,1,1,18,"robin","non-diagnostic","ND1",25,2,7,2,1.5
"1038","R_3P7WB8jF3j6zMg0",2,2,2,1,20,"robin","non-diagnostic","ND1",19,2,7,2,1.75
"1039","R_1GIAGFQzg6FxLrN",2,2,2,2,10,"robin","non-diagnostic","ND1",19,2,7,2,2
"1040","R_1QL9poQI8Ey4tmx",1,2,1,2,10,"robin","non-diagnostic","ND1",19,2,5,5,1.5
"1041","R_8BOyuSuxTczDXjP",2,2,2,2,10,"robin","non-diagnostic","ND1",19,1,7,2,2
"1042","R_1onkwHr0Ghpv7cm",2,2,2,2,20,"robin","non-diagnostic","ND1",47,2,2,5,2
"1043","R_0BNT0fgZJnvnmoN",1,1,1,1,0,"robin","non-diagnostic","ND1",23,1,7,5,1
"1044","R_1d1hqYYOj3YHnAB",2,3,2,3,11,"robin","non-diagnostic","ND1",18,1,7,5,2.5
"1045","R_3lE1XGwszLDcKgu",2,2,2,2,22,"robin","non-diagnostic","ND1",33,2,5,5,2
"1046","R_vIGvLpNcrHnPksx",2,2,2,3,26,"robin","non-diagnostic","ND1",23,2,7,2,2.25
"1047","R_10T2uoqYbcYigmm",1,1,1,1,9,"robin","non-diagnostic","ND1",43,2,7,2,1
"1048","R_3hlJl5e3hheu40M",2,2,2,3,29,"robin","non-diagnostic","ND1",21,2,7,5,2.25
"1049","R_1Crq2NYugi0gAC6",1,1,1,3,6,"robin","non-diagnostic","ND1",20,2,7,5,1.5
"1050","R_1ITcXqisVTgfngE",2,3,3,3,25,"robin","non-diagnostic","ND1",18,2,2,5,2.75
"1051","R_OOwTA71WcGGZlvz",1,1,1,1,0,"robin","non-diagnostic","ND1",19,1,7,2,1
"1052","R_2PC0MUmP0OL1ofh",1,1,1,1,0,"robin","non-diagnostic","ND1",19,1,7,2,1
"1053","R_TaUG3zX7uOKCmDT",2,2,4,3,30,"robin","non-diagnostic","ND1",20,2,7,2,2.75
"1054","R_2fx32JlKwYZcpRh",2,2,1,2,15,"robin","non-diagnostic","ND1",21,1,7,2,1.75
"1055","R_333xjw6jWame2Hx",1,1,1,1,0,"robin","non-diagnostic","ND1",28,1,2,2,1
"1056","R_25zuz4q8KNIw8F5",4,3,4,2,70,"robin","non-diagnostic","ND1",22,2,2,5,3.25
"1057","R_2Pi36X02EevWfmX",4,2,3,4,25,"robin","non-diagnostic","ND1",19,1,7,5,3.25
"1058","R_27j4K1XRjPon1Rc",4,2,1,1,20,"robin","non-diagnostic","ND1",28,2,7,2,2
"1059","R_2zLVQR5ljEQEO8q",2,2,3,2,20,"robin","non-diagnostic","ND1",20,2,7,2,2.25
"1060","R_29bGr7KY1rLPJiZ",1,1,1,1,21,"robin","non-diagnostic","ND1",20,1,2,2,1
"1061","R_2DUgU6RooxgPNBo",2,2,1,2,5,"robin","non-diagnostic","ND1",20,1,7,5,1.75
"1062","R_2D7gtUrRk5QKy4b",3,3,3,3,40,"robin","non-diagnostic","ND1",27,2,5,2,3
"1063","R_Dohe9c2g131HZ3H",3,3,5,3,35,"robin","non-diagnostic","ND1",19,2,7,2,3.5
"1064","R_2SiskkQfSy5CYg7",1,1,1,1,9,"robin","non-diagnostic","ND1",46,2,1,2,1
"1065","R_3I6Ulx1X6uwwCI5",1,2,1,2,20,"robin","non-diagnostic","ND1",19,2,6,2,1.5
"1066","R_1QuUqFOM71AiWp6",1,1,1,1,0,"robin","non-diagnostic","ND1",19,1,2,2,1
"1067","R_UGce5ihdb1Xl9O9",2,4,3,3,31,"robin","non-diagnostic","ND1",47,2,1,2,3
"1068","R_1DCEvrROIcsNzPx",1,1,2,2,11,"robin","non-diagnostic","ND1",19,2,7,2,1.5
"1069","R_3G6VS5i8JOM9NvJ",4,3,1,4,40,"robin","non-diagnostic","ND1",18,2,7,5,3
"1070","R_2bKuDLOnmGL7GKF",2,2,2,3,23,"robin","non-diagnostic","ND1",29,1,7,2,2.25
"1071","R_22XQMloQkq9bBVz",1,1,1,1,0,"robin","non-diagnostic","ND1",19,2,6,5,1
"1072","R_1fkl401LHEHzhJo",2,1,1,1,88,"robin","non-diagnostic","ND1",19,1,1,5,1.25
"1073","R_1eIELsKujujaJAF",2,2,1,1,20,"robin","non-diagnostic","ND1",19,2,7,2,1.5
"1074","R_22PlznZok1yrN4K",1,1,1,1,0,"robin","non-diagnostic","ND1",21,2,2,2,1
"1075","R_215pBkJdZOkvuRB",1,1,1,1,3,"robin","non-diagnostic","ND1",21,1,7,2,1
"1076","R_3qyvTjNDr9NL0se",1,1,1,1,4,"robin","non-diagnostic","ND1",19,1,7,2,1
"1077","R_yjBI8yZ5UFQEDuN",4,2,2,3,30,"robin","non-diagnostic","ND1",19,1,2,2,2.75
"1078","R_2PurvWYCPARx9ZI",1,1,1,1,8,"robin","non-diagnostic","ND1",25,2,7,2,1
"1079","R_25ZMfQhjhyl0HaW",1,2,1,1,10,"robin","non-diagnostic","ND1",20,2,7,2,1.25
"1080","R_1IWYMjWylwhe74d",1,1,1,1,0,"robin","non-diagnostic","ND1",26,2,7,5,1
"1081","R_1JKEOCoYbbSYdM3",7,4,4,5,50,"robin","non-diagnostic","ND1",29,2,7,2,5
"1082","R_3qy6nGd8TSqNUiF",2,3,2,3,40,"robin","non-diagnostic","ND1",23,1,7,2,2.5
"1083","R_1F2pQNZEgKodDHD",2,2,1,3,6,"robin","non-diagnostic","ND1",18,1,7,2,2
"1084","R_1eJF4vxIrwCVoYc",2,2,1,2,18,"robin","non-diagnostic","ND2",21,1,7,5,1.75
"1085","R_RQgwmWwMUl4Y5nb",1,1,1,1,6,"robin","non-diagnostic","ND2",23,1,7,5,1
"1086","R_2X0rhIqKtxeNCO7",4,4,4,5,36,"robin","non-diagnostic","ND2",22,1,6,5,4.25
"1087","R_29IxMZzQJVdgyyZ",3,2,2,1,30,"robin","non-diagnostic","ND2",21,2,7,5,2
"1088","R_1pXLChFhdy1POSJ",1,3,1,4,22,"robin","non-diagnostic","ND2",19,2,7,2,2.25
"1089","R_71fIT5gWzAohdVT",1,1,1,1,0,"robin","non-diagnostic","ND2",18,2,7,5,1
"1090","R_3GANMJBV8H3rnuz",1,1,1,1,0,"robin","non-diagnostic","ND2",19,2,7,5,1
"1091","R_32PxGG5eD0x01TC",2,2,1,2,14,"robin","non-diagnostic","ND2",20,1,6,2,1.75
"1092","R_czN6Qigc97HtlZL",3,5,2,3,33,"robin","non-diagnostic","ND2",24,2,5,5,3.25
"1093","R_1gNGE5ykgUEDWcY",3,3,2,3,20,"robin","non-diagnostic","ND2",20,2,7,2,2.75
"1094","R_vUp0wWKzEDv6He1",3,4,1,2,29,"robin","non-diagnostic","ND2",19,2,5,5,2.5
"1095","R_24c1FvMygBLZIw8",3,2,1,2,70,"robin","non-diagnostic","ND2",23,2,5,5,2
"1096","R_72SNUy2aZuQPReh",1,2,1,1,4,"robin","non-diagnostic","ND2",20,2,7,2,1.25
"1097","R_3D1MzU6kDixR5zo",2,1,2,3,24,"robin","non-diagnostic","ND2",21,2,2,2,2
"1098","R_3s0sCCHOsde5O7B",2,1,2,1,9,"robin","non-diagnostic","ND2",22,1,2,2,1.5
"1099","R_2zYlvtLPBRb7d83",2,2,2,3,22,"robin","non-diagnostic","ND2",27,2,6,5,2.25
"1100","R_3R1vkXH6eQFbxK0",1,1,1,1,0,"robin","non-diagnostic","ND2",22,1,3,2,1
"1101","R_C1UhsYjvX8gMSbL",2,2,2,2,32,"robin","non-diagnostic","ND2",18,1,7,2,2
"1102","R_1lztGgtiNw6zBKk",4,6,2,4,94,"robin","non-diagnostic","ND2",28,2,7,2,4
"1103","R_ROZXdVTcNqJwOEF",3,4,3,3,43,"robin","non-diagnostic","ND2",21,1,7,2,3.25
"1104","R_2uwaIybTyTHVlIe",2,2,2,3,25,"robin","non-diagnostic","ND2",20,2,7,2,2.25
"1105","R_3IQwxn5rgRuBMdg",3,3,2,4,40,"robin","non-diagnostic","ND2",27,2,7,5,3
"1106","R_1Oppg6poeSehqwR",1,2,1,1,20,"robin","non-diagnostic","ND2",21,2,7,5,1.25
"1107","R_1nMUZAGpgjwzcQW",2,2,2,2,20,"robin","non-diagnostic","ND2",23,2,5,2,2
"1108","R_tY728wRNCSgvewN",2,3,1,2,15,"robin","non-diagnostic","ND2",28,2,7,2,2
"1109","R_3qPfegJCjpB5pqT",3,3,2,4,40,"robin","non-diagnostic","ND2",26,1,7,2,3
"1110","R_2cb9gxmJxWfe289",2,2,3,3,26,"robin","non-diagnostic","ND2",24,1,7,2,2.5
"1111","R_2AXXKnEEt0rD26o",1,3,1,2,8,"robin","non-diagnostic","ND2",22,1,7,5,1.75
"1112","R_1kGmXrayZdkDsS7",4,1,1,4,13,"robin","non-diagnostic","ND2",37,1,7,2,2.5
"1113","R_2OVdJ9LWSNhbjCv",4,2,1,2,20,"robin","non-diagnostic","ND2",27,2,7,2,2.25
"1114","R_3mjz2WfoB4rCAjI",2,2,2,2,15,"robin","non-diagnostic","ND2",22,1,7,2,2
"1115","R_2P576ttTSLoibZF",2,3,1,4,29,"robin","non-diagnostic","ND2",18,1,7,2,2.5
"1116","R_3R8UVujKwfhy5WA",1,1,1,1,15,"robin","non-diagnostic","ND2",31,2,5,5,1
"1117","R_26nJrFI8Ulco18W",4,4,4,4,50,"robin","non-diagnostic","ND2",20,1,7,2,4
"1118","R_1rdlNGMC81w3HmV",2,3,5,3,28,"robin","non-diagnostic","ND2",21,2,7,2,3.25
"1119","R_1FOCionaPHAmgOo",2,3,1,3,36,"robin","non-diagnostic","ND2",22,2,6,5,2.25
"1120","R_C3NmdMfCAswkrpn",2,2,1,2,25,"robin","non-diagnostic","ND2",23,2,7,5,1.75
"1121","R_bKn7IIMAfwmTUd3",4,3,2,4,19,"robin","non-diagnostic","ND2",23,2,7,5,3.25
"1122","R_2BfTT03l9NcJ5Ms",1,1,1,1,0,"robin","non-diagnostic","ND2",45,1,5,2,1
"1123","R_27jOEGBwohLqgoz",2,3,2,2,15,"robin","non-diagnostic","ND2",23,1,7,5,2.25
"1124","R_1f0NmXPmt6iKEdR",3,3,1,1,30,"robin","non-diagnostic","ND2",20,2,3,2,2
"1125","R_sb64lskbtM13Bpn",3,4,1,3,30,"robin","non-diagnostic","ND2",22,2,7,5,2.75
