StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1
2022-02-01 15:56:20,2022-02-01 16:00:25,0,100,244,1,2022-02-01 16:00:25,R_2s6jsE0WuRjiVg8,,,,,anonymous,EN,1,28,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,3,2,5,5,19,,,,,,,,,,,2,2,2,2,20,,,,,,4,4,5,4,47,3,3,2,3,21
2022-02-01 15:58:58,2022-02-01 16:02:36,0,100,218,1,2022-02-01 16:02:37,R_O7FWukit3MgqRpv,,,,,anonymous,EN,1,19,2,,2,2,4,3,18,1,1,1,1,5,2,2,3,2,8,1,1,2,1,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 16:05:02,2022-02-01 16:10:31,0,100,329,1,2022-02-01 16:10:32,R_2R3xAskOTFNHtKh,,,,,anonymous,EN,1,29,2,,,,,,,,,,,,,,,,,1,5,3,3,9,7,5,3,2,3,2,10,1,2,1,1,6,3,3,3,4,10,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 16:25:29,2022-02-01 16:30:00,0,100,270,1,2022-02-01 16:30:00,R_79h2e0eTPY4RRlL,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,4,4,4,4,48,,,,,,7,2,,,,,,,,,,,,,,,,2,1,2,1,8,2,2,2,2,10,1,1,1,1,8,,,,,,,,,,
2022-02-01 16:32:12,2022-02-01 16:38:15,0,100,363,1,2022-02-01 16:38:16,R_1dFzn8BMjgbSWgL,,,,,anonymous,EN,1,19,1,,1,2,5,1,4,4,3,2,4,20,2,1,6,2,6,1,1,2,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 16:31:34,2022-02-01 16:40:40,0,100,546,1,2022-02-01 16:40:41,R_56EXTLhSdlKOjC1,,,,,anonymous,EN,1,21,4,Attack helicopter,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,2,2,2,2,28,,,,,,,,,,,3,3,3,3,41,,,,,,3,3,4,4,50,3,3,5,3,51
2022-02-01 16:36:59,2022-02-01 16:47:10,0,100,610,1,2022-02-01 16:47:10,R_2zG9f3nCYpONCeG,,,,,anonymous,EN,1,19,1,,2,1,2,2,14,,,,,,2,2,2,2,9,,,,,,7,2,,,,,,1,1,1,1,4,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
2022-02-01 16:41:59,2022-02-01 16:47:21,0,100,322,1,2022-02-01 16:47:22,R_3nkksXSPuGRpdQn,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,,,,,,1,1,2,3,2,5,5,,,,,,,,,,,,,,,,,,,,,3,1,5,4,22,1,1,1,2,0,5,4,5,4,50,,,,,
2022-02-01 16:42:29,2022-02-01 16:47:32,0,100,302,1,2022-02-01 16:47:32,R_3QMCaI7sqXBLxoF,,,,,anonymous,EN,1,23,2,,3,3,3,3,30,,,,,,3,2,3,3,30,,,,,,7,2,,,,,,2,2,2,2,20,,,,,,2,2,3,2,25,,,,,,,,,,,,,,,,,,,,
2022-02-01 16:48:24,2022-02-01 16:54:16,0,100,352,1,2022-02-01 16:54:17,R_1gnmrcsMLVyFurI,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,1,1,3,3,25,,,,,,5,2,,,,,,,,,,,,,,,,1,1,1,2,10,3,2,2,4,30,1,1,1,3,20,,,,,,,,,,
2022-02-01 16:46:20,2022-02-01 16:55:18,0,100,537,1,2022-02-01 16:55:18,R_XGloloNlFJUugXT,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,2,2,3,1,19,7,5,,,,,,,,,,,,,,,,,,,,,2,2,2,3,25,2,2,2,2,20,2,1,3,3,9,,,,,
2022-02-01 16:48:50,2022-02-01 16:56:24,0,100,454,1,2022-02-01 16:56:25,R_3lKdQmb4B04xH4n,,,,,anonymous,EN,1,62,1,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,1,1,1,1,0,,,,,,,,,,,2,2,2,2,0,,,,,,2,2,2,2,30,2,2,2,2,0
2022-02-01 16:52:08,2022-02-01 16:58:36,0,100,387,1,2022-02-01 16:58:37,R_s84WMropaHw8FXz,,,,,anonymous,EN,1,46,2,,,,,,,,,,,,,,,,,4,2,4,2,28,7,5,,,,,,,,,,,,,,,,,,,,,2,3,4,2,30,4,4,2,3,49,4,2,4,2,20,,,,,
2022-02-01 16:54:27,2022-02-01 17:04:09,0,100,581,1,2022-02-01 17:04:09,R_3Gs66Bl1rXpLxaW,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,4,2,5,4,35,,,,,,2,2,,,,,,,,,,,,,,,,1,2,3,2,18,2,2,5,1,30,2,3,1,4,35,,,,,,,,,,
2022-02-01 17:06:15,2022-02-01 17:10:19,0,100,243,1,2022-02-01 17:10:19,R_3G1jw1CSzTGMhJy,,,,,anonymous,EN,1,49,1,,,,,,,,,,,,,,,,,1,1,3,2,22,6,2,2,2,3,3,83,2,3,2,3,18,3,3,6,3,23,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 17:05:53,2022-02-01 17:10:58,0,100,304,1,2022-02-01 17:10:59,R_1pWiXBi41QnPoU6,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,2,2,2,2,15,,,,,,,,,,,2,2,3,3,20,,,,,,3,4,4,3,28,1,1,3,1,10
2022-02-01 15:52:24,2022-02-01 17:15:52,0,100,5007,1,2022-02-01 17:15:52,R_cFJY2XjpJnFgelP,,,,,anonymous,EN,1,23,1,,4,3,4,4,50,,,,,,4,3,4,3,35,,,,,,7,2,,,,,,4,4,1,4,50,,,,,,4,2,3,2,30,,,,,,,,,,,,,,,,,,,,
2022-02-01 17:24:51,2022-02-01 17:30:55,0,100,364,1,2022-02-01 17:30:55,R_RVqNK7voR5Q26mR,,,,,anonymous,EN,1,47,1,,2,2,2,2,20,2,2,1,1,17,2,2,2,2,20,2,2,2,2,20,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 17:25:11,2022-02-01 17:31:30,0,100,378,1,2022-02-01 17:31:31,R_3QVSktb3xTMujXo,,,,,anonymous,EN,1,21,1,,1,1,2,2,15,,,,,,2,2,3,2,15,,,,,,7,5,,,,,,1,1,1,1,0,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:35:29,2022-02-01 17:57:46,0,100,15736,1,2022-02-01 17:57:47,R_Pvwx7eNiF1LSGXv,,,,,anonymous,EN,1,21,1,,,,,,,,,,,,4,4,4,4,50,,,,,,7,5,,,,,,,,,,,,,,,,4,4,4,4,50,4,4,4,4,50,4,4,4,4,50,,,,,,,,,,
2022-02-01 17:54:27,2022-02-01 17:59:19,0,100,292,1,2022-02-01 17:59:21,R_3q9fqW85SnCrDSJ,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,1,1,1,1,0,,,,,,,,,,,2,2,5,3,7,,,,,,1,2,4,3,3,1,1,3,2,3
2022-02-01 17:54:20,2022-02-01 18:03:27,0,100,547,1,2022-02-01 18:03:28,R_3JoxymPMz5ZU19f,,,,,anonymous,EN,1,21,1,,2,2,3,3,10,,,,,,3,2,1,2,0,,,,,,7,2,,,,,,1,1,1,1,1,,,,,,1,2,4,1,5,,,,,,,,,,,,,,,,,,,,
2022-02-01 18:10:27,2022-02-01 18:13:13,0,100,165,1,2022-02-01 18:13:13,R_3Kwnug0t3xHJhX3,,,,,anonymous,EN,1,36,2,,,,,,,,,,,,,,,,,2,1,7,1,14,2,2,,,,,,,,,,,,,,,,,,,,,1,2,7,1,14,2,4,7,1,20,2,4,7,4,24,,,,,
2022-02-01 18:15:13,2022-02-01 18:19:20,0,100,247,1,2022-02-01 18:19:22,R_2CCFpKJ0WRPKVnS,,,,,anonymous,EN,1,23,2,,1,1,3,3,14,1,1,1,1,0,1,1,2,2,5,1,1,4,2,13,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 18:17:04,2022-02-01 18:24:11,0,100,427,1,2022-02-01 18:24:11,R_z2aR98d5fdwPTY5,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,4,4,4,4,50,,,,,,7,5,,,,,,,,,,,,,,,,3,2,3,3,35,3,3,3,2,30,3,3,3,3,33,,,,,,,,,,
2022-02-01 18:18:32,2022-02-01 18:26:21,0,100,468,1,2022-02-01 18:26:21,R_3fdezWO1Pm4w7Fv,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,,,,,,2,2,3,2,20,7,2,1,1,3,1,10,3,3,1,2,26,5,5,4,5,60,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 18:24:30,2022-02-01 18:29:10,0,100,279,1,2022-02-01 18:29:10,R_338xFhsQ9SobesE,,,,,anonymous,EN,1,25,2,,1,1,1,1,18,1,1,1,2,17,1,1,1,1,19,1,1,1,1,17,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:00:47,2022-02-01 19:22:24,0,100,22897,1,2022-02-01 19:22:26,R_3npUaDBNCutuN3p,,,,,anonymous,EN,1,29,1,,,,,,,,,,,,3,4,4,4,40,,,,,,6,2,,,,,,,,,,,,,,,,2,3,2,3,36,4,3,4,4,33,2,3,1,2,30,,,,,,,,,,
2022-02-01 19:56:35,2022-02-01 20:15:01,0,100,1106,1,2022-02-01 20:15:03,R_1dcXuWhrNQ6D8Ac,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,1,1,1,1,0,7,2,1,1,1,1,0,1,1,1,1,0,3,6,7,4,50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 15:14:39,2022-02-01 22:53:27,0,100,27527,1,2022-02-01 22:53:27,R_cTn544x6Ic6GD17,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,1,1,4,1,0,7,5,,,,,,,,,,,,,,,,,,,,,1,1,4,3,10,3,3,6,4,50,1,1,4,4,11,,,,,
2022-02-02 00:21:21,2022-02-02 00:26:21,0,100,300,1,2022-02-02 00:26:21,R_11i0UReCMCVtra8,,,,,anonymous,EN,1,42,1,,1,1,2,2,10,1,1,1,2,5,1,1,4,2,20,1,1,2,1,10,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 00:39:33,2022-02-02 00:48:02,0,100,509,1,2022-02-02 00:48:02,R_3lS0CyREnfbTi1n,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,4,3,4,3,15,,,,,,7,2,,,,,,,,,,,,,,,,2,3,4,2,3,3,3,4,3,10,3,3,1,2,3,,,,,,,,,,
2022-02-02 00:57:41,2022-02-02 01:03:52,0,100,370,1,2022-02-02 01:03:52,R_2WO3Hpzdjk6mI6H,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,2,3,1,3,25,,,,,,,,,,,3,4,4,4,50,,,,,,2,3,2,3,30,1,2,1,2,15
2022-02-02 01:05:54,2022-02-02 01:11:07,0,100,312,1,2022-02-02 01:11:08,R_1gdPjYZ0M1nWNbj,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,2,4,2,2,18,7,2,2,2,3,3,17,4,4,3,4,40,5,4,6,5,61,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 01:06:51,2022-02-02 01:14:57,0,100,486,1,2022-02-02 01:14:58,R_1kS5puhMPXekyEp,,,,,anonymous,EN,1,19,2,,3,2,2,3,20,,,,,,1,1,4,3,10,,,,,,2,2,,,,,,1,1,1,1,0,,,,,,2,2,4,1,10,,,,,,,,,,,,,,,,,,,,
2022-02-02 01:18:50,2022-02-02 01:22:25,0,100,214,1,2022-02-02 01:22:25,R_OvYw5HhCTWSjrbj,,,,,anonymous,EN,1,25,2,,2,3,4,2,12,,,,,,1,1,4,2,9,,,,,,7,2,,,,,,2,2,1,1,6,,,,,,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,
2022-02-02 01:18:58,2022-02-02 01:25:31,0,100,392,1,2022-02-02 01:25:31,R_1DuQzmcFOnVcrOh,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,3,3,6,3,35,,,,,,7,2,,,,,,,,,,,,,,,,3,1,4,2,27,3,3,4,3,40,3,1,2,3,20,,,,,,,,,,
2022-02-02 01:22:37,2022-02-02 01:26:50,0,100,253,1,2022-02-02 01:26:52,R_6Fhg0vHNMHLdQB3,,,,,anonymous,EN,1,18,4,agender,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,2,2,2,2,20,,,,,,,,,,,2,2,2,3,18,,,,,,4,4,4,4,50,3,3,4,4,41
2022-02-02 01:13:29,2022-02-02 01:28:28,0,100,899,1,2022-02-02 01:28:29,R_3KqeEWSrBw8Zy4p,,,,,anonymous,EN,1,26,1,,,,,,,,,,,,,,,,,1,1,2,2,0,7,2,,,,,,,,,,,,,,,,,,,,,1,1,4,1,19,2,2,1,2,9,3,3,3,3,21,,,,,
2022-02-02 01:45:16,2022-02-02 01:50:21,0,100,305,1,2022-02-02 01:50:21,R_VU2YFmtatccWcvf,,,,,anonymous,EN,1,28,2,,,,,,,,,,,,,,,,,2,1,5,4,25,2,5,3,4,5,4,35,3,4,6,4,35,3,2,5,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 01:45:29,2022-02-02 01:52:56,0,100,446,1,2022-02-02 01:52:56,R_3dKWu51VNJm37gW,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,3,2,4,2,18,,,,,,7,2,,,,,,,,,,,,,,,,2,2,2,1,9,2,2,3,2,9,2,2,1,2,2,,,,,,,,,,
2022-02-02 01:55:03,2022-02-02 02:02:55,0,100,471,1,2022-02-02 02:02:56,R_6RVsuEccFI8NyKd,,,,,anonymous,EN,1,32,2,,,,,,,,,,,,,,,,,2,2,3,2,20,7,2,2,3,1,2,30,2,2,2,3,20,3,3,1,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 00:31:46,2022-02-02 02:06:53,0,100,5706,1,2022-02-02 02:06:53,R_x3odebxFPDTwSZ3,,,,,anonymous,EN,1,49,2,,4,4,3,4,47,,,,,,4,3,4,4,40,,,,,,7,5,,,,,,3,3,2,3,35,,,,,,3,4,3,3,47,,,,,,,,,,,,,,,,,,,,
2022-02-02 01:40:03,2022-02-02 02:08:35,0,100,1711,1,2022-02-02 02:08:35,R_3nNa2f6PfkUzxaa,,,,,anonymous,EN,1,19,2,,3,3,2,4,28,2,3,1,3,32,1,2,1,2,7,2,3,2,2,12,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:11:08,2022-02-02 02:13:41,0,100,153,1,2022-02-02 02:13:42,R_30bEf6tJp7rO1H7,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,3,3,4,3,48,1,2,,,,,,,,,,,,,,,,,,,,,3,1,4,3,33,4,1,1,2,14,3,4,4,4,27,,,,,
2022-02-02 02:05:38,2022-02-02 02:16:55,0,100,676,1,2022-02-02 02:16:55,R_2sbh6O1d212PWGq,,,,,anonymous,EN,1,35,2,,2,1,1,1,0,,,,,,2,1,2,2,0,,,,,,7,5,,,,,,1,1,1,1,0,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:08:36,2022-02-02 02:18:28,0,100,592,1,2022-02-02 02:18:28,R_2dSb9czFfwecKFM,,,,,anonymous,EN,1,37,2,,,,,,,,,,,,,,,,,3,1,5,2,29,2,5,3,2,5,2,40,4,4,4,4,50,4,4,4,4,39,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:18:58,2022-02-02 02:23:17,0,100,258,1,2022-02-02 02:23:17,R_3MzKbKsLJqOQFTZ,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,1,1,1,1,9,,,,,,,,,,,2,2,4,2,20,,,,,,3,3,3,2,50,2,2,4,2,14
2022-02-02 02:20:05,2022-02-02 02:27:44,0,100,459,1,2022-02-02 02:27:44,R_3dScrbtmTCEXINu,,,,,anonymous,EN,1,22,2,,2,2,4,2,12,2,2,2,2,10,2,2,4,2,24,2,2,4,2,10,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:30:03,2022-02-02 02:32:29,0,100,145,1,2022-02-02 02:32:30,R_3oGEN5wC575bcGs,,,,,anonymous,EN,1,21,2,,2,2,3,3,9,,,,,,4,4,6,3,29,,,,,,6,2,,,,,,2,2,1,2,9,,,,,,2,2,6,3,20,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:29:48,2022-02-02 02:33:38,0,100,229,1,2022-02-02 02:33:38,R_pgy2UXTm3kaqC7n,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,2,2,3,2,4,,,,,,2,5,,,,,,,,,,,,,,,,2,2,2,1,9,1,1,1,1,0,1,1,1,1,3,,,,,,,,,,
2022-02-02 02:31:04,2022-02-02 02:33:43,0,100,158,1,2022-02-02 02:33:43,R_3O8rBfJkEXll1X8,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,2,1,1,2,12,2,5,,,,,,,,,,,,,,,,,,,,,2,2,4,4,26,2,2,2,2,20,2,3,3,3,26,,,,,
2022-02-02 02:33:21,2022-02-02 02:38:31,0,100,310,1,2022-02-02 02:38:31,R_1EizchdpSl6fmz8,,,,,anonymous,EN,1,21,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,2,2,2,2,20,,,,,,,,,,,2,2,2,2,20,,,,,,2,2,2,2,20,2,2,2,2,20
2022-02-02 02:30:09,2022-02-02 02:41:10,0,100,660,1,2022-02-02 02:41:11,R_1KvGQMN2bbAObPg,,,,,anonymous,EN,1,50,1,,,,,,,,,,,,,,,,,2,2,3,1,14,3,2,,,,,,,,,,,,,,,,,,,,,2,2,3,3,20,2,2,2,3,20,2,1,2,2,15,,,,,
2022-02-02 02:33:30,2022-02-02 02:42:07,0,100,517,1,2022-02-02 02:42:08,R_Y5pMytLkiNAFFmx,,,,,anonymous,EN,1,21,2,,1,2,4,3,6,1,1,1,2,11,1,1,3,3,9,1,1,3,3,3,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:37:32,2022-02-02 02:42:11,0,100,279,1,2022-02-02 02:42:11,R_efygPXlazdfcdTX,,,,,anonymous,EN,1,18,1,,,,,,,,,,,,,,,,,1,1,2,1,7,7,5,2,2,2,2,13,2,2,2,2,13,2,2,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:39:14,2022-02-02 02:44:56,0,100,342,1,2022-02-02 02:44:57,R_1P5dTc5eVPGinNG,,,,,anonymous,EN,1,35,1,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,3,3,3,3,44,,,,,,,,,,,3,3,2,2,50,,,,,,4,4,3,3,50,4,3,4,3,50
2022-02-02 02:42:09,2022-02-02 02:47:32,0,100,322,1,2022-02-02 02:47:33,R_2ZIFPndzRLGli8r,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,2,3,3,2,17,6,5,4,3,4,3,29,3,3,3,3,18,3,4,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:42:29,2022-02-02 02:48:36,0,100,367,1,2022-02-02 02:48:36,R_2ClJl4hdAaeVhhu,,,,,anonymous,EN,1,51,1,,3,4,4,4,50,2,4,1,4,50,4,3,7,4,34,3,4,3,3,50,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 02:54:51,2022-02-02 02:58:12,0,100,201,1,2022-02-02 02:58:14,R_1QmReRqKQDbJN4U,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,2,1,4,3,13,,,,,,7,2,,,,,,,,,,,,,,,,2,2,1,2,7,2,2,5,1,10,3,1,1,2,12,,,,,,,,,,
2022-02-02 02:58:31,2022-02-02 03:03:42,0,100,310,1,2022-02-02 03:03:42,R_2pKwAeIfl4Y4FnS,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,2,2,2,2,20,,,,,,,,,,,1,1,4,1,10,,,,,,1,1,3,3,30,2,2,4,2,20
2022-02-02 02:59:07,2022-02-02 03:06:47,0,100,460,1,2022-02-02 03:06:47,R_DCu76RcZVLmA4WR,,,,,anonymous,EN,1,62,4,,4,4,4,4,56,3,3,3,3,81,4,4,4,4,58,2,3,2,3,50,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:04:24,2022-02-02 03:09:13,0,100,288,1,2022-02-02 03:09:13,R_2ckkdFMuOdPiFAS,,,,,anonymous,EN,1,43,2,,,,,,,,,,,,,,,,,2,1,3,1,5,7,2,4,4,5,4,20,2,2,2,3,13,2,2,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:12:28,2022-02-02 03:16:46,0,100,258,1,2022-02-02 03:16:46,R_10Au4KzqVVCurUa,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,7,7,7,2,86,7,5,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,3,3,3,3,30,1,1,1,1,0,,,,,
2022-02-02 02:23:11,2022-02-02 03:27:33,0,100,3862,1,2022-02-02 03:27:34,R_1QMxdROdDpugcLN,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,1,1,2,2,15,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,2,10,1,1,1,1,0,2,2,1,2,10,,,,,,,,,,
2022-02-02 03:24:16,2022-02-02 03:29:07,0,100,290,1,2022-02-02 03:29:07,R_3lGoCwlOpwSlmSh,,,,,anonymous,EN,1,41,2,,2,2,2,2,19,1,1,1,1,0,1,1,3,1,0,1,1,2,1,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:32:24,2022-02-02 03:36:40,0,100,256,1,2022-02-02 03:36:40,R_3hnCJmUWLDKMmXn,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,1,1,3,2,10,2,5,1,2,3,1,15,2,1,2,2,3,2,2,2,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:36:08,2022-02-02 03:42:47,0,100,399,1,2022-02-02 03:42:47,R_3MbtmJOTk8Dcomo,,,,,anonymous,EN,1,21,2,,2,2,2,2,6,,,,,,3,3,4,2,19,,,,,,7,2,,,,,,2,2,1,1,4,,,,,,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:42:05,2022-02-02 03:47:54,0,100,348,1,2022-02-02 03:47:55,R_yORjeJw0I4xgLaV,,,,,anonymous,EN,1,31,2,,1,1,1,1,0,,,,,,1,1,1,1,0,,,,,,7,5,,,,,,1,1,1,1,0,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:44:39,2022-02-02 03:48:28,0,100,229,1,2022-02-02 03:48:29,R_28TY5gAsBqFnlmT,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,3,2,2,2,21,7,5,3,3,3,4,35,3,3,3,3,33,3,3,4,4,35,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 03:46:51,2022-02-02 03:51:40,0,100,288,1,2022-02-02 03:51:41,R_1PRfk4HvX1JHe28,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,4,4,4,4,50,,,,,,,,,,,1,1,4,1,4,,,,,,1,1,1,1,37,3,4,4,4,50
2022-02-02 03:48:39,2022-02-02 03:56:07,0,100,448,1,2022-02-02 03:56:08,R_25TOzlcv0Rog7PU,,,,,anonymous,EN,1,23,1,,,,,,,,,,,,4,4,5,5,70,,,,,,7,2,,,,,,,,,,,,,,,,3,3,5,2,50,3,4,5,3,60,3,4,2,4,65,,,,,,,,,,
2022-02-02 03:59:28,2022-02-02 04:02:14,0,100,166,1,2022-02-02 04:02:14,R_29binoGthDwgUPK,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,2,2,2,2,16,,,,,,,,,,,1,1,3,2,15,,,,,,4,4,3,3,40,3,3,4,2,36
2022-02-02 04:01:57,2022-02-02 04:06:00,0,100,242,1,2022-02-02 04:06:00,R_2PtVaB3BxNJ6wye,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,2,1,4,2,29,,,,,,2,2,,,,,,,,,,,,,,,,1,1,1,2,10,3,3,3,2,20,1,1,1,1,8,,,,,,,,,,
2022-02-02 04:00:40,2022-02-02 04:06:12,0,100,332,1,2022-02-02 04:06:13,R_2AZHSKbfCqUzRcl,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,,,,,,3,4,3,3,42,7,5,4,4,4,4,61,3,4,3,3,42,4,4,4,4,50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 04:05:54,2022-02-02 04:10:41,0,100,287,1,2022-02-02 04:10:42,R_2XmQK9zsV6muZf8,,,,,anonymous,EN,1,21,2,,2,2,1,3,6,2,2,1,1,10,3,3,4,2,20,1,1,1,1,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 04:10:38,2022-02-02 04:18:57,0,100,498,1,2022-02-02 04:18:57,R_3qI198L6sY5gotX,,,,,anonymous,EN,1,20,2,,1,2,2,2,32,1,1,1,1,5,1,1,3,3,19,1,1,2,1,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 04:12:53,2022-02-02 04:20:18,0,100,445,1,2022-02-02 04:20:19,R_3memPf50OvXBlxA,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,2,3,4,4,26,,,,,,7,5,,,,,,,,,,,,,,,,1,1,2,2,18,1,2,2,3,15,1,1,1,1,7,,,,,,,,,,
2022-02-02 04:22:26,2022-02-02 04:26:52,0,100,265,1,2022-02-02 04:26:52,R_T1O3FZSrHLy2vDj,,,,,anonymous,EN,1,20,2,,2,2,3,2,24,,,,,,3,2,3,2,30,,,,,,7,5,,,,,,2,2,2,3,25,,,,,,3,2,2,3,23,,,,,,,,,,,,,,,,,,,,
